i,c,id,s,f
"Blue Cross and Blue Shield of Kansas, Inc.",Harvey County,"Harvey, KS",KS,20079
Coventry Health and Life,Harvey County,"Harvey, KS",KS,20079
"BlueCross BlueShield Kansas Solutions, Inc.",Harvey County,"Harvey, KS",KS,20079
Coventry Health Care Of Kansas Inc,Harvey County,"Harvey, KS",KS,20079
Coventry Health and Life,Haskell County,"Haskell, KS",KS,20081
"BlueCross BlueShield Kansas Solutions, Inc.",Haskell County,"Haskell, KS",KS,20081
"Blue Cross and Blue Shield of Kansas, Inc.",Haskell County,"Haskell, KS",KS,20081
"BlueCross BlueShield Kansas Solutions, Inc.",Hodgeman County,"Hodgeman, KS",KS,20083
"Blue Cross and Blue Shield of Kansas, Inc.",Hodgeman County,"Hodgeman, KS",KS,20083
Coventry Health and Life,Hodgeman County,"Hodgeman, KS",KS,20083
"Blue Cross and Blue Shield of Kansas, Inc.",Jackson County,"Jackson, KS",KS,20085
"BlueCross BlueShield Kansas Solutions, Inc.",Jackson County,"Jackson, KS",KS,20085
Coventry Health and Life,Jackson County,"Jackson, KS",KS,20085
"Blue Cross and Blue Shield of Kansas, Inc.",Jefferson County,"Jefferson, KS",KS,20087
Coventry Health and Life,Jefferson County,"Jefferson, KS",KS,20087
"BlueCross BlueShield Kansas Solutions, Inc.",Jefferson County,"Jefferson, KS",KS,20087
"BlueCross BlueShield Kansas Solutions, Inc.",Jewell County,"Jewell, KS",KS,20089
Coventry Health and Life,Jewell County,"Jewell, KS",KS,20089
"Blue Cross and Blue Shield of Kansas, Inc.",Jewell County,"Jewell, KS",KS,20089
Coventry Health and Life,Johnson County,"Johnson, KS",KS,20091
Blue Cross and Blue Shield of Kansas City,Johnson County,"Johnson, KS",KS,20091
Coventry Health and Life,Kearny County,"Kearny, KS",KS,20093
"Blue Cross and Blue Shield of Kansas, Inc.",Kearny County,"Kearny, KS",KS,20093
"BlueCross BlueShield Kansas Solutions, Inc.",Kearny County,"Kearny, KS",KS,20093
Coventry Health Care Of Kansas Inc,Kingman County,"Kingman, KS",KS,20095
Coventry Health and Life,Kingman County,"Kingman, KS",KS,20095
"BlueCross BlueShield Kansas Solutions, Inc.",Kingman County,"Kingman, KS",KS,20095
"Blue Cross and Blue Shield of Kansas, Inc.",Kingman County,"Kingman, KS",KS,20095
"Blue Cross and Blue Shield of Kansas, Inc.",Kiowa County,"Kiowa, KS",KS,20097
"BlueCross BlueShield Kansas Solutions, Inc.",Kiowa County,"Kiowa, KS",KS,20097
Coventry Health and Life,Kiowa County,"Kiowa, KS",KS,20097
Coventry Health and Life,Labette County,"Labette, KS",KS,20099
"Blue Cross and Blue Shield of Kansas, Inc.",Labette County,"Labette, KS",KS,20099
"BlueCross BlueShield Kansas Solutions, Inc.",Labette County,"Labette, KS",KS,20099
"BlueCross BlueShield Kansas Solutions, Inc.",Lane County,"Lane, KS",KS,20101
Coventry Health and Life,Lane County,"Lane, KS",KS,20101
"Blue Cross and Blue Shield of Kansas, Inc.",Lane County,"Lane, KS",KS,20101
Coventry Health and Life,Leavenworth County,"Leavenworth, KS",KS,20103
"BlueCross BlueShield Kansas Solutions, Inc.",Leavenworth County,"Leavenworth, KS",KS,20103
"Blue Cross and Blue Shield of Kansas, Inc.",Leavenworth County,"Leavenworth, KS",KS,20103
"BlueCross BlueShield Kansas Solutions, Inc.",Lincoln County,"Lincoln, KS",KS,20105
Coventry Health Care Of Kansas Inc,Lincoln County,"Lincoln, KS",KS,20105
"Blue Cross and Blue Shield of Kansas, Inc.",Lincoln County,"Lincoln, KS",KS,20105
Coventry Health and Life,Lincoln County,"Lincoln, KS",KS,20105
Coventry Health and Life,Linn County,"Linn, KS",KS,20107
"BlueCross BlueShield Kansas Solutions, Inc.",Linn County,"Linn, KS",KS,20107
"Blue Cross and Blue Shield of Kansas, Inc.",Linn County,"Linn, KS",KS,20107
"Blue Cross and Blue Shield of Kansas, Inc.",Logan County,"Logan, KS",KS,20109
"BlueCross BlueShield Kansas Solutions, Inc.",Logan County,"Logan, KS",KS,20109
Coventry Health and Life,Logan County,"Logan, KS",KS,20109
"Blue Cross and Blue Shield of Kansas, Inc.",Lyon County,"Lyon, KS",KS,20111
Coventry Health and Life,Lyon County,"Lyon, KS",KS,20111
"BlueCross BlueShield Kansas Solutions, Inc.",Lyon County,"Lyon, KS",KS,20111
Coventry Health Care Of Kansas Inc,McPherson County,"McPherson, KS",KS,20113
"BlueCross BlueShield Kansas Solutions, Inc.",McPherson County,"McPherson, KS",KS,20113
"Blue Cross and Blue Shield of Kansas, Inc.",McPherson County,"McPherson, KS",KS,20113
Coventry Health and Life,McPherson County,"McPherson, KS",KS,20113
"Blue Cross and Blue Shield of Kansas, Inc.",Marion County,"Marion, KS",KS,20115
Coventry Health and Life,Marion County,"Marion, KS",KS,20115
"BlueCross BlueShield Kansas Solutions, Inc.",Marion County,"Marion, KS",KS,20115
Coventry Health Care Of Kansas Inc,Marion County,"Marion, KS",KS,20115
"Blue Cross and Blue Shield of Kansas, Inc.",Marshall County,"Marshall, KS",KS,20117
"BlueCross BlueShield Kansas Solutions, Inc.",Marshall County,"Marshall, KS",KS,20117
Coventry Health and Life,Marshall County,"Marshall, KS",KS,20117
"BlueCross BlueShield Kansas Solutions, Inc.",Meade County,"Meade, KS",KS,20119
"Blue Cross and Blue Shield of Kansas, Inc.",Meade County,"Meade, KS",KS,20119
Coventry Health and Life,Meade County,"Meade, KS",KS,20119
Coventry Health and Life,Miami County,"Miami, KS",KS,20121
"Blue Cross and Blue Shield of Kansas, Inc.",Miami County,"Miami, KS",KS,20121
"BlueCross BlueShield Kansas Solutions, Inc.",Miami County,"Miami, KS",KS,20121
Coventry Health and Life,Mitchell County,"Mitchell, KS",KS,20123
"Blue Cross and Blue Shield of Kansas, Inc.",Mitchell County,"Mitchell, KS",KS,20123
"BlueCross BlueShield Kansas Solutions, Inc.",Mitchell County,"Mitchell, KS",KS,20123
Coventry Health and Life,Montgomery County,"Montgomery, KS",KS,20125
"Blue Cross and Blue Shield of Kansas, Inc.",Montgomery County,"Montgomery, KS",KS,20125
"BlueCross BlueShield Kansas Solutions, Inc.",Montgomery County,"Montgomery, KS",KS,20125
"Blue Cross and Blue Shield of Kansas, Inc.",Morris County,"Morris, KS",KS,20127
"BlueCross BlueShield Kansas Solutions, Inc.",Morris County,"Morris, KS",KS,20127
Coventry Health and Life,Morris County,"Morris, KS",KS,20127
Coventry Health and Life,Morton County,"Morton, KS",KS,20129
"BlueCross BlueShield Kansas Solutions, Inc.",Morton County,"Morton, KS",KS,20129
"Blue Cross and Blue Shield of Kansas, Inc.",Morton County,"Morton, KS",KS,20129
Coventry Health and Life,Nemaha County,"Nemaha, KS",KS,20131
"BlueCross BlueShield Kansas Solutions, Inc.",Nemaha County,"Nemaha, KS",KS,20131
"Blue Cross and Blue Shield of Kansas, Inc.",Nemaha County,"Nemaha, KS",KS,20131
Coventry Health and Life,Neosho County,"Neosho, KS",KS,20133
"Blue Cross and Blue Shield of Kansas, Inc.",Neosho County,"Neosho, KS",KS,20133
"BlueCross BlueShield Kansas Solutions, Inc.",Neosho County,"Neosho, KS",KS,20133
"Blue Cross and Blue Shield of Kansas, Inc.",Ness County,"Ness, KS",KS,20135
"BlueCross BlueShield Kansas Solutions, Inc.",Ness County,"Ness, KS",KS,20135
Coventry Health and Life,Ness County,"Ness, KS",KS,20135
Coventry Health and Life,Norton County,"Norton, KS",KS,20137
"BlueCross BlueShield Kansas Solutions, Inc.",Norton County,"Norton, KS",KS,20137
"Blue Cross and Blue Shield of Kansas, Inc.",Norton County,"Norton, KS",KS,20137
"Blue Cross and Blue Shield of Kansas, Inc.",Osage County,"Osage, KS",KS,20139
Coventry Health Care Of Kansas Inc,Osage County,"Osage, KS",KS,20139
Coventry Health and Life,Osage County,"Osage, KS",KS,20139
"BlueCross BlueShield Kansas Solutions, Inc.",Osage County,"Osage, KS",KS,20139
"Blue Cross and Blue Shield of Kansas, Inc.",Osborne County,"Osborne, KS",KS,20141
Coventry Health and Life,Osborne County,"Osborne, KS",KS,20141
"BlueCross BlueShield Kansas Solutions, Inc.",Osborne County,"Osborne, KS",KS,20141
"BlueCross BlueShield Kansas Solutions, Inc.",Ottawa County,"Ottawa, KS",KS,20143
Coventry Health and Life,Ottawa County,"Ottawa, KS",KS,20143
"Blue Cross and Blue Shield of Kansas, Inc.",Ottawa County,"Ottawa, KS",KS,20143
"Blue Cross and Blue Shield of Kansas, Inc.",Pawnee County,"Pawnee, KS",KS,20145
Coventry Health and Life,Pawnee County,"Pawnee, KS",KS,20145
"BlueCross BlueShield Kansas Solutions, Inc.",Pawnee County,"Pawnee, KS",KS,20145
"BlueCross BlueShield Kansas Solutions, Inc.",Phillips County,"Phillips, KS",KS,20147
"Blue Cross and Blue Shield of Kansas, Inc.",Phillips County,"Phillips, KS",KS,20147
Coventry Health and Life,Phillips County,"Phillips, KS",KS,20147
"BlueCross BlueShield Kansas Solutions, Inc.",Pottawatomie County,"Pottawatomie, KS",KS,20149
Coventry Health and Life,Pottawatomie County,"Pottawatomie, KS",KS,20149
"Blue Cross and Blue Shield of Kansas, Inc.",Pottawatomie County,"Pottawatomie, KS",KS,20149
Coventry Health and Life,Pratt County,"Pratt, KS",KS,20151
"BlueCross BlueShield Kansas Solutions, Inc.",Pratt County,"Pratt, KS",KS,20151
"Blue Cross and Blue Shield of Kansas, Inc.",Pratt County,"Pratt, KS",KS,20151
Coventry Health and Life,Rawlins County,"Rawlins, KS",KS,20153
"Blue Cross and Blue Shield of Kansas, Inc.",Rawlins County,"Rawlins, KS",KS,20153
"BlueCross BlueShield Kansas Solutions, Inc.",Rawlins County,"Rawlins, KS",KS,20153
"Blue Cross and Blue Shield of Kansas, Inc.",Reno County,"Reno, KS",KS,20155
"BlueCross BlueShield Kansas Solutions, Inc.",Reno County,"Reno, KS",KS,20155
Coventry Health and Life,Reno County,"Reno, KS",KS,20155
Coventry Health and Life,Republic County,"Republic, KS",KS,20157
"BlueCross BlueShield Kansas Solutions, Inc.",Republic County,"Republic, KS",KS,20157
"Blue Cross and Blue Shield of Kansas, Inc.",Republic County,"Republic, KS",KS,20157
"BlueCross BlueShield Kansas Solutions, Inc.",Rice County,"Rice, KS",KS,20159
Coventry Health and Life,Rice County,"Rice, KS",KS,20159
"Blue Cross and Blue Shield of Kansas, Inc.",Rice County,"Rice, KS",KS,20159
"BlueCross BlueShield Kansas Solutions, Inc.",Riley County,"Riley, KS",KS,20161
"Blue Cross and Blue Shield of Kansas, Inc.",Riley County,"Riley, KS",KS,20161
Coventry Health and Life,Riley County,"Riley, KS",KS,20161
Coventry Health and Life,Rooks County,"Rooks, KS",KS,20163
"Blue Cross and Blue Shield of Kansas, Inc.",Rooks County,"Rooks, KS",KS,20163
"BlueCross BlueShield Kansas Solutions, Inc.",Rooks County,"Rooks, KS",KS,20163
"Blue Cross and Blue Shield of Kansas, Inc.",Rush County,"Rush, KS",KS,20165
"BlueCross BlueShield Kansas Solutions, Inc.",Rush County,"Rush, KS",KS,20165
Coventry Health and Life,Rush County,"Rush, KS",KS,20165
"Blue Cross and Blue Shield of Kansas, Inc.",Russell County,"Russell, KS",KS,20167
"BlueCross BlueShield Kansas Solutions, Inc.",Russell County,"Russell, KS",KS,20167
Coventry Health and Life,Russell County,"Russell, KS",KS,20167
Coventry Health Care Of Kansas Inc,Russell County,"Russell, KS",KS,20167
Coventry Health and Life,Saline County,"Saline, KS",KS,20169
Coventry Health Care Of Kansas Inc,Saline County,"Saline, KS",KS,20169
"Blue Cross and Blue Shield of Kansas, Inc.",Saline County,"Saline, KS",KS,20169
"BlueCross BlueShield Kansas Solutions, Inc.",Saline County,"Saline, KS",KS,20169
"BlueCross BlueShield Kansas Solutions, Inc.",Scott County,"Scott, KS",KS,20171
"Blue Cross and Blue Shield of Kansas, Inc.",Scott County,"Scott, KS",KS,20171
Coventry Health and Life,Scott County,"Scott, KS",KS,20171
Coventry Health Care Of Kansas Inc,Sedgwick County,"Sedgwick, KS",KS,20173
Coventry Health and Life,Sedgwick County,"Sedgwick, KS",KS,20173
"BlueCross BlueShield Kansas Solutions, Inc.",Sedgwick County,"Sedgwick, KS",KS,20173
"Blue Cross and Blue Shield of Kansas, Inc.",Sedgwick County,"Sedgwick, KS",KS,20173
"BlueCross BlueShield Kansas Solutions, Inc.",Seward County,"Seward, KS",KS,20175
"Blue Cross and Blue Shield of Kansas, Inc.",Seward County,"Seward, KS",KS,20175
Coventry Health and Life,Seward County,"Seward, KS",KS,20175
"Blue Cross and Blue Shield of Kansas, Inc.",Shawnee County,"Shawnee, KS",KS,20177
"BlueCross BlueShield Kansas Solutions, Inc.",Shawnee County,"Shawnee, KS",KS,20177
Coventry Health and Life,Shawnee County,"Shawnee, KS",KS,20177
Coventry Health Care Of Kansas Inc,Shawnee County,"Shawnee, KS",KS,20177
"BlueCross BlueShield Kansas Solutions, Inc.",Sheridan County,"Sheridan, KS",KS,20179
Coventry Health and Life,Sheridan County,"Sheridan, KS",KS,20179
"Blue Cross and Blue Shield of Kansas, Inc.",Sheridan County,"Sheridan, KS",KS,20179
Coventry Health and Life,Sherman County,"Sherman, KS",KS,20181
"Blue Cross and Blue Shield of Kansas, Inc.",Sherman County,"Sherman, KS",KS,20181
"BlueCross BlueShield Kansas Solutions, Inc.",Sherman County,"Sherman, KS",KS,20181
"BlueCross BlueShield Kansas Solutions, Inc.",Smith County,"Smith, KS",KS,20183
Coventry Health and Life,Smith County,"Smith, KS",KS,20183
"Blue Cross and Blue Shield of Kansas, Inc.",Smith County,"Smith, KS",KS,20183
Coventry Health and Life,Stafford County,"Stafford, KS",KS,20185
"BlueCross BlueShield Kansas Solutions, Inc.",Stafford County,"Stafford, KS",KS,20185
"Blue Cross and Blue Shield of Kansas, Inc.",Stafford County,"Stafford, KS",KS,20185
"Blue Cross and Blue Shield of Kansas, Inc.",Stanton County,"Stanton, KS",KS,20187
Coventry Health and Life,Stanton County,"Stanton, KS",KS,20187
"BlueCross BlueShield Kansas Solutions, Inc.",Stanton County,"Stanton, KS",KS,20187
"Blue Cross and Blue Shield of Kansas, Inc.",Stevens County,"Stevens, KS",KS,20189
Coventry Health and Life,Stevens County,"Stevens, KS",KS,20189
"BlueCross BlueShield Kansas Solutions, Inc.",Stevens County,"Stevens, KS",KS,20189
"Blue Cross and Blue Shield of Kansas, Inc.",Sumner County,"Sumner, KS",KS,20191
Coventry Health and Life,Sumner County,"Sumner, KS",KS,20191
Coventry Health Care Of Kansas Inc,Sumner County,"Sumner, KS",KS,20191
"BlueCross BlueShield Kansas Solutions, Inc.",Sumner County,"Sumner, KS",KS,20191
Coventry Health and Life,Thomas County,"Thomas, KS",KS,20193
"Blue Cross and Blue Shield of Kansas, Inc.",Thomas County,"Thomas, KS",KS,20193
"BlueCross BlueShield Kansas Solutions, Inc.",Thomas County,"Thomas, KS",KS,20193
"Blue Cross and Blue Shield of Kansas, Inc.",Trego County,"Trego, KS",KS,20195
"BlueCross BlueShield Kansas Solutions, Inc.",Trego County,"Trego, KS",KS,20195
Coventry Health and Life,Trego County,"Trego, KS",KS,20195
"BlueCross BlueShield Kansas Solutions, Inc.",Wabaunsee County,"Wabaunsee, KS",KS,20197
Coventry Health and Life,Wabaunsee County,"Wabaunsee, KS",KS,20197
"Blue Cross and Blue Shield of Kansas, Inc.",Wabaunsee County,"Wabaunsee, KS",KS,20197
"Blue Cross and Blue Shield of Kansas, Inc.",Wallace County,"Wallace, KS",KS,20199
Coventry Health and Life,Wallace County,"Wallace, KS",KS,20199
"BlueCross BlueShield Kansas Solutions, Inc.",Wallace County,"Wallace, KS",KS,20199
"BlueCross BlueShield Kansas Solutions, Inc.",Washington County,"Washington, KS",KS,20201
"Blue Cross and Blue Shield of Kansas, Inc.",Washington County,"Washington, KS",KS,20201
Coventry Health and Life,Washington County,"Washington, KS",KS,20201
"BlueCross BlueShield Kansas Solutions, Inc.",Wichita County,"Wichita, KS",KS,20203
Coventry Health and Life,Wichita County,"Wichita, KS",KS,20203
"Blue Cross and Blue Shield of Kansas, Inc.",Wichita County,"Wichita, KS",KS,20203
"BlueCross BlueShield Kansas Solutions, Inc.",Wilson County,"Wilson, KS",KS,20205
"Blue Cross and Blue Shield of Kansas, Inc.",Wilson County,"Wilson, KS",KS,20205
Coventry Health and Life,Wilson County,"Wilson, KS",KS,20205
"Blue Cross and Blue Shield of Kansas, Inc.",Woodson County,"Woodson, KS",KS,20207
"BlueCross BlueShield Kansas Solutions, Inc.",Woodson County,"Woodson, KS",KS,20207
Coventry Health and Life,Woodson County,"Woodson, KS",KS,20207
Blue Cross and Blue Shield of Kansas City,Wyandotte County,"Wyandotte, KS",KS,20209
Coventry Health and Life,Wyandotte County,"Wyandotte, KS",KS,20209
UnitedHealthcare,Acadia Parish,"Acadia, LA",LA,22001
Vantage Health Plan,Acadia Parish,"Acadia, LA",LA,22001
Blue Cross Blue Shield of Louisiana,Acadia Parish,"Acadia, LA",LA,22001
Blue Cross Blue Shield of Louisiana,Allen Parish,"Allen, LA",LA,22003
UnitedHealthcare,Allen Parish,"Allen, LA",LA,22003
Vantage Health Plan,Allen Parish,"Allen, LA",LA,22003
HMO Louisiana,Ascension Parish,"Ascension, LA",LA,22005
Vantage Health Plan,Ascension Parish,"Ascension, LA",LA,22005
Blue Cross Blue Shield of Louisiana,Ascension Parish,"Ascension, LA",LA,22005
Vantage Health Plan,Assumption Parish,"Assumption, LA",LA,22007
HMO Louisiana,Assumption Parish,"Assumption, LA",LA,22007
UnitedHealthcare,Assumption Parish,"Assumption, LA",LA,22007
Blue Cross Blue Shield of Louisiana,Assumption Parish,"Assumption, LA",LA,22007
Vantage Health Plan,Avoyelles Parish,"Avoyelles, LA",LA,22009
Blue Cross Blue Shield of Louisiana,Avoyelles Parish,"Avoyelles, LA",LA,22009
UnitedHealthcare,Avoyelles Parish,"Avoyelles, LA",LA,22009
Blue Cross Blue Shield of Louisiana,Beauregard Parish,"Beauregard, LA",LA,22011
UnitedHealthcare,Beauregard Parish,"Beauregard, LA",LA,22011
Vantage Health Plan,Beauregard Parish,"Beauregard, LA",LA,22011
Blue Cross Blue Shield of Louisiana,Bienville Parish,"Bienville, LA",LA,22013
Vantage Health Plan,Bienville Parish,"Bienville, LA",LA,22013
UnitedHealthcare,Bienville Parish,"Bienville, LA",LA,22013
UnitedHealthcare,Bossier Parish,"Bossier, LA",LA,22015
Vantage Health Plan,Bossier Parish,"Bossier, LA",LA,22015
HMO Louisiana,Bossier Parish,"Bossier, LA",LA,22015
Blue Cross Blue Shield of Louisiana,Bossier Parish,"Bossier, LA",LA,22015
Vantage Health Plan,Caddo Parish,"Caddo, LA",LA,22017
Blue Cross Blue Shield of Louisiana,Caddo Parish,"Caddo, LA",LA,22017
HMO Louisiana,Caddo Parish,"Caddo, LA",LA,22017
UnitedHealthcare,Caddo Parish,"Caddo, LA",LA,22017
Blue Cross Blue Shield of Louisiana,Calcasieu Parish,"Calcasieu, LA",LA,22019
Vantage Health Plan,Calcasieu Parish,"Calcasieu, LA",LA,22019
UnitedHealthcare,Calcasieu Parish,"Calcasieu, LA",LA,22019
Vantage Health Plan,Caldwell Parish,"Caldwell, LA",LA,22021
Blue Cross Blue Shield of Louisiana,Caldwell Parish,"Caldwell, LA",LA,22021
UnitedHealthcare,Caldwell Parish,"Caldwell, LA",LA,22021
Blue Cross Blue Shield of Louisiana,Cameron Parish,"Cameron, LA",LA,22023
Vantage Health Plan,Cameron Parish,"Cameron, LA",LA,22023
UnitedHealthcare,Cameron Parish,"Cameron, LA",LA,22023
Vantage Health Plan,Catahoula Parish,"Catahoula, LA",LA,22025
UnitedHealthcare,Catahoula Parish,"Catahoula, LA",LA,22025
Blue Cross Blue Shield of Louisiana,Catahoula Parish,"Catahoula, LA",LA,22025
Blue Cross Blue Shield of Louisiana,Claiborne Parish,"Claiborne, LA",LA,22027
Vantage Health Plan,Claiborne Parish,"Claiborne, LA",LA,22027
UnitedHealthcare,Claiborne Parish,"Claiborne, LA",LA,22027
HMO Louisiana,Claiborne Parish,"Claiborne, LA",LA,22027
Blue Cross Blue Shield of Louisiana,Concordia Parish,"Concordia, LA",LA,22029
Vantage Health Plan,Concordia Parish,"Concordia, LA",LA,22029
UnitedHealthcare,Concordia Parish,"Concordia, LA",LA,22029
Vantage Health Plan,De Soto Parish,"De Soto, LA",LA,22031
UnitedHealthcare,De Soto Parish,"De Soto, LA",LA,22031
