i,c,id,s,f
Anthem Ins Companies Inc(Anthem BCBS),Jefferson County,"Jefferson, IN",IN,18077
"MDwise Marketplace, Inc.",Jennings County,"Jennings, IN",IN,18079
Southeastern Indiana Health Organization,Jennings County,"Jennings, IN",IN,18079
"Indiana University Health Plans, Inc.",Jennings County,"Jennings, IN",IN,18079
Anthem Ins Companies Inc(Anthem BCBS),Jennings County,"Jennings, IN",IN,18079
Anthem Ins Companies Inc(Anthem BCBS),Johnson County,"Johnson, IN",IN,18081
"CareSource Indiana, Inc.",Johnson County,"Johnson, IN",IN,18081
"Indiana University Health Plans, Inc.",Johnson County,"Johnson, IN",IN,18081
Celtic Insurance Company,Johnson County,"Johnson, IN",IN,18081
"MDwise Marketplace, Inc.",Johnson County,"Johnson, IN",IN,18081
Anthem Ins Companies Inc(Anthem BCBS),Knox County,"Knox, IN",IN,18083
"MDwise Marketplace, Inc.",Knox County,"Knox, IN",IN,18083
Celtic Insurance Company,Knox County,"Knox, IN",IN,18083
"Indiana University Health Plans, Inc.",Knox County,"Knox, IN",IN,18083
"Physicians Health Plan of Northern Indiana, Inc.",Kosciusko County,"Kosciusko, IN",IN,18085
"Indiana University Health Plans, Inc.",Kosciusko County,"Kosciusko, IN",IN,18085
Celtic Insurance Company,Kosciusko County,"Kosciusko, IN",IN,18085
"MDwise Marketplace, Inc.",Kosciusko County,"Kosciusko, IN",IN,18085
Anthem Ins Companies Inc(Anthem BCBS),Kosciusko County,"Kosciusko, IN",IN,18085
Anthem Ins Companies Inc(Anthem BCBS),LaGrange County,"LaGrange, IN",IN,18087
"CareSource Indiana, Inc.",LaGrange County,"LaGrange, IN",IN,18087
"Physicians Health Plan of Northern Indiana, Inc.",LaGrange County,"LaGrange, IN",IN,18087
"Indiana University Health Plans, Inc.",LaGrange County,"LaGrange, IN",IN,18087
"MDwise Marketplace, Inc.",LaGrange County,"LaGrange, IN",IN,18087
"MDwise Marketplace, Inc.",Lake County,"Lake, IN",IN,18089
Anthem Ins Companies Inc(Anthem BCBS),Lake County,"Lake, IN",IN,18089
Celtic Insurance Company,Lake County,"Lake, IN",IN,18089
"Physicians Health Plan of Northern Indiana, Inc.",LaPorte County,"LaPorte, IN",IN,18091
"Indiana University Health Plans, Inc.",LaPorte County,"LaPorte, IN",IN,18091
Anthem Ins Companies Inc(Anthem BCBS),LaPorte County,"LaPorte, IN",IN,18091
"MDwise Marketplace, Inc.",LaPorte County,"LaPorte, IN",IN,18091
"CareSource Indiana, Inc.",LaPorte County,"LaPorte, IN",IN,18091
Celtic Insurance Company,LaPorte County,"LaPorte, IN",IN,18091
"MDwise Marketplace, Inc.",Lawrence County,"Lawrence, IN",IN,18093
"CareSource Indiana, Inc.",Lawrence County,"Lawrence, IN",IN,18093
"Indiana University Health Plans, Inc.",Lawrence County,"Lawrence, IN",IN,18093
Anthem Ins Companies Inc(Anthem BCBS),Lawrence County,"Lawrence, IN",IN,18093
"Physicians Health Plan of Northern Indiana, Inc.",Madison County,"Madison, IN",IN,18095
Anthem Ins Companies Inc(Anthem BCBS),Madison County,"Madison, IN",IN,18095
Celtic Insurance Company,Madison County,"Madison, IN",IN,18095
"MDwise Marketplace, Inc.",Madison County,"Madison, IN",IN,18095
"Indiana University Health Plans, Inc.",Madison County,"Madison, IN",IN,18095
Celtic Insurance Company,Marion County,"Marion, IN",IN,18097
Anthem Ins Companies Inc(Anthem BCBS),Marion County,"Marion, IN",IN,18097
"Indiana University Health Plans, Inc.",Marion County,"Marion, IN",IN,18097
"CareSource Indiana, Inc.",Marion County,"Marion, IN",IN,18097
"MDwise Marketplace, Inc.",Marion County,"Marion, IN",IN,18097
"MDwise Marketplace, Inc.",Marshall County,"Marshall, IN",IN,18099
Celtic Insurance Company,Marshall County,"Marshall, IN",IN,18099
"CareSource Indiana, Inc.",Marshall County,"Marshall, IN",IN,18099
"Physicians Health Plan of Northern Indiana, Inc.",Marshall County,"Marshall, IN",IN,18099
"Indiana University Health Plans, Inc.",Marshall County,"Marshall, IN",IN,18099
Anthem Ins Companies Inc(Anthem BCBS),Marshall County,"Marshall, IN",IN,18099
"CareSource Indiana, Inc.",Martin County,"Martin, IN",IN,18101
Anthem Ins Companies Inc(Anthem BCBS),Martin County,"Martin, IN",IN,18101
"MDwise Marketplace, Inc.",Martin County,"Martin, IN",IN,18101
"Indiana University Health Plans, Inc.",Martin County,"Martin, IN",IN,18101
"MDwise Marketplace, Inc.",Miami County,"Miami, IN",IN,18103
Celtic Insurance Company,Miami County,"Miami, IN",IN,18103
Anthem Ins Companies Inc(Anthem BCBS),Miami County,"Miami, IN",IN,18103
"Physicians Health Plan of Northern Indiana, Inc.",Miami County,"Miami, IN",IN,18103
"CareSource Indiana, Inc.",Monroe County,"Monroe, IN",IN,18105
Anthem Ins Companies Inc(Anthem BCBS),Monroe County,"Monroe, IN",IN,18105
"MDwise Marketplace, Inc.",Monroe County,"Monroe, IN",IN,18105
"Indiana University Health Plans, Inc.",Monroe County,"Monroe, IN",IN,18105
"Physicians Health Plan of Northern Indiana, Inc.",Montgomery County,"Montgomery, IN",IN,18107
Anthem Ins Companies Inc(Anthem BCBS),Montgomery County,"Montgomery, IN",IN,18107
Celtic Insurance Company,Montgomery County,"Montgomery, IN",IN,18107
"MDwise Marketplace, Inc.",Montgomery County,"Montgomery, IN",IN,18107
"Indiana University Health Plans, Inc.",Montgomery County,"Montgomery, IN",IN,18107
"MDwise Marketplace, Inc.",Morgan County,"Morgan, IN",IN,18109
Anthem Ins Companies Inc(Anthem BCBS),Morgan County,"Morgan, IN",IN,18109
"CareSource Indiana, Inc.",Morgan County,"Morgan, IN",IN,18109
"Indiana University Health Plans, Inc.",Morgan County,"Morgan, IN",IN,18109
"Physicians Health Plan of Northern Indiana, Inc.",Newton County,"Newton, IN",IN,18111
Anthem Ins Companies Inc(Anthem BCBS),Newton County,"Newton, IN",IN,18111
"MDwise Marketplace, Inc.",Newton County,"Newton, IN",IN,18111
"CareSource Indiana, Inc.",Noble County,"Noble, IN",IN,18113
"Indiana University Health Plans, Inc.",Noble County,"Noble, IN",IN,18113
Anthem Ins Companies Inc(Anthem BCBS),Noble County,"Noble, IN",IN,18113
"Physicians Health Plan of Northern Indiana, Inc.",Noble County,"Noble, IN",IN,18113
"MDwise Marketplace, Inc.",Noble County,"Noble, IN",IN,18113
"MDwise Marketplace, Inc.",Ohio County,"Ohio, IN",IN,18115
Anthem Ins Companies Inc(Anthem BCBS),Ohio County,"Ohio, IN",IN,18115
"Indiana University Health Plans, Inc.",Orange County,"Orange, IN",IN,18117
Anthem Ins Companies Inc(Anthem BCBS),Orange County,"Orange, IN",IN,18117
"CareSource Indiana, Inc.",Orange County,"Orange, IN",IN,18117
"MDwise Marketplace, Inc.",Orange County,"Orange, IN",IN,18117
"Indiana University Health Plans, Inc.",Owen County,"Owen, IN",IN,18119
"MDwise Marketplace, Inc.",Owen County,"Owen, IN",IN,18119
Anthem Ins Companies Inc(Anthem BCBS),Owen County,"Owen, IN",IN,18119
"CareSource Indiana, Inc.",Owen County,"Owen, IN",IN,18119
"Indiana University Health Plans, Inc.",Parke County,"Parke, IN",IN,18121
Anthem Ins Companies Inc(Anthem BCBS),Parke County,"Parke, IN",IN,18121
"MDwise Marketplace, Inc.",Parke County,"Parke, IN",IN,18121
"MDwise Marketplace, Inc.",Perry County,"Perry, IN",IN,18123
"Indiana University Health Plans, Inc.",Perry County,"Perry, IN",IN,18123
"CareSource Indiana, Inc.",Perry County,"Perry, IN",IN,18123
Anthem Ins Companies Inc(Anthem BCBS),Perry County,"Perry, IN",IN,18123
"CareSource Indiana, Inc.",Pike County,"Pike, IN",IN,18125
Anthem Ins Companies Inc(Anthem BCBS),Pike County,"Pike, IN",IN,18125
"MDwise Marketplace, Inc.",Pike County,"Pike, IN",IN,18125
"Indiana University Health Plans, Inc.",Pike County,"Pike, IN",IN,18125
Anthem Ins Companies Inc(Anthem BCBS),Porter County,"Porter, IN",IN,18127
Celtic Insurance Company,Porter County,"Porter, IN",IN,18127
"MDwise Marketplace, Inc.",Porter County,"Porter, IN",IN,18127
"Indiana University Health Plans, Inc.",Porter County,"Porter, IN",IN,18127
"MDwise Marketplace, Inc.",Posey County,"Posey, IN",IN,18129
"Indiana University Health Plans, Inc.",Posey County,"Posey, IN",IN,18129
Anthem Ins Companies Inc(Anthem BCBS),Posey County,"Posey, IN",IN,18129
"MDwise Marketplace, Inc.",Pulaski County,"Pulaski, IN",IN,18131
Celtic Insurance Company,Pulaski County,"Pulaski, IN",IN,18131
Anthem Ins Companies Inc(Anthem BCBS),Pulaski County,"Pulaski, IN",IN,18131
"CareSource Indiana, Inc.",Pulaski County,"Pulaski, IN",IN,18131
"Physicians Health Plan of Northern Indiana, Inc.",Pulaski County,"Pulaski, IN",IN,18131
"Indiana University Health Plans, Inc.",Pulaski County,"Pulaski, IN",IN,18131
Anthem Ins Companies Inc(Anthem BCBS),Putnam County,"Putnam, IN",IN,18133
"Indiana University Health Plans, Inc.",Putnam County,"Putnam, IN",IN,18133
"MDwise Marketplace, Inc.",Putnam County,"Putnam, IN",IN,18133
"Physicians Health Plan of Northern Indiana, Inc.",Randolph County,"Randolph, IN",IN,18135
"MDwise Marketplace, Inc.",Randolph County,"Randolph, IN",IN,18135
Anthem Ins Companies Inc(Anthem BCBS),Randolph County,"Randolph, IN",IN,18135
"Indiana University Health Plans, Inc.",Randolph County,"Randolph, IN",IN,18135
Anthem Ins Companies Inc(Anthem BCBS),Ripley County,"Ripley, IN",IN,18137
"MDwise Marketplace, Inc.",Ripley County,"Ripley, IN",IN,18137
"CareSource Indiana, Inc.",Ripley County,"Ripley, IN",IN,18137
"MDwise Marketplace, Inc.",Rush County,"Rush, IN",IN,18139
Anthem Ins Companies Inc(Anthem BCBS),Rush County,"Rush, IN",IN,18139
Celtic Insurance Company,St. Joseph County,"St. Joseph, IN",IN,18141
"MDwise Marketplace, Inc.",St. Joseph County,"St. Joseph, IN",IN,18141
Anthem Ins Companies Inc(Anthem BCBS),St. Joseph County,"St. Joseph, IN",IN,18141
"CareSource Indiana, Inc.",St. Joseph County,"St. Joseph, IN",IN,18141
"Physicians Health Plan of Northern Indiana, Inc.",St. Joseph County,"St. Joseph, IN",IN,18141
"Indiana University Health Plans, Inc.",St. Joseph County,"St. Joseph, IN",IN,18141
Southeastern Indiana Health Organization,Scott County,"Scott, IN",IN,18143
Anthem Ins Companies Inc(Anthem BCBS),Scott County,"Scott, IN",IN,18143
"CareSource Indiana, Inc.",Scott County,"Scott, IN",IN,18143
"MDwise Marketplace, Inc.",Scott County,"Scott, IN",IN,18143
"CareSource Indiana, Inc.",Shelby County,"Shelby, IN",IN,18145
Anthem Ins Companies Inc(Anthem BCBS),Shelby County,"Shelby, IN",IN,18145
"MDwise Marketplace, Inc.",Shelby County,"Shelby, IN",IN,18145
"Indiana University Health Plans, Inc.",Shelby County,"Shelby, IN",IN,18145
Anthem Ins Companies Inc(Anthem BCBS),Spencer County,"Spencer, IN",IN,18147
"Indiana University Health Plans, Inc.",Spencer County,"Spencer, IN",IN,18147
"MDwise Marketplace, Inc.",Spencer County,"Spencer, IN",IN,18147
"CareSource Indiana, Inc.",Spencer County,"Spencer, IN",IN,18147
"Indiana University Health Plans, Inc.",Starke County,"Starke, IN",IN,18149
"Physicians Health Plan of Northern Indiana, Inc.",Starke County,"Starke, IN",IN,18149
"CareSource Indiana, Inc.",Starke County,"Starke, IN",IN,18149
"MDwise Marketplace, Inc.",Starke County,"Starke, IN",IN,18149
Anthem Ins Companies Inc(Anthem BCBS),Starke County,"Starke, IN",IN,18149
Anthem Ins Companies Inc(Anthem BCBS),Steuben County,"Steuben, IN",IN,18151
"CareSource Indiana, Inc.",Steuben County,"Steuben, IN",IN,18151
Celtic Insurance Company,Steuben County,"Steuben, IN",IN,18151
"Physicians Health Plan of Northern Indiana, Inc.",Steuben County,"Steuben, IN",IN,18151
"MDwise Marketplace, Inc.",Steuben County,"Steuben, IN",IN,18151
"Indiana University Health Plans, Inc.",Sullivan County,"Sullivan, IN",IN,18153
"CareSource Indiana, Inc.",Sullivan County,"Sullivan, IN",IN,18153
Anthem Ins Companies Inc(Anthem BCBS),Sullivan County,"Sullivan, IN",IN,18153
"MDwise Marketplace, Inc.",Sullivan County,"Sullivan, IN",IN,18153
"MDwise Marketplace, Inc.",Switzerland County,"Switzerland, IN",IN,18155
Anthem Ins Companies Inc(Anthem BCBS),Switzerland County,"Switzerland, IN",IN,18155
"Indiana University Health Plans, Inc.",Tippecanoe County,"Tippecanoe, IN",IN,18157
"MDwise Marketplace, Inc.",Tippecanoe County,"Tippecanoe, IN",IN,18157
Anthem Ins Companies Inc(Anthem BCBS),Tippecanoe County,"Tippecanoe, IN",IN,18157
"CareSource Indiana, Inc.",Tippecanoe County,"Tippecanoe, IN",IN,18157
Celtic Insurance Company,Tippecanoe County,"Tippecanoe, IN",IN,18157
"Physicians Health Plan of Northern Indiana, Inc.",Tippecanoe County,"Tippecanoe, IN",IN,18157
"Physicians Health Plan of Northern Indiana, Inc.",Tipton County,"Tipton, IN",IN,18159
"CareSource Indiana, Inc.",Tipton County,"Tipton, IN",IN,18159
"MDwise Marketplace, Inc.",Tipton County,"Tipton, IN",IN,18159
"Indiana University Health Plans, Inc.",Tipton County,"Tipton, IN",IN,18159
Anthem Ins Companies Inc(Anthem BCBS),Tipton County,"Tipton, IN",IN,18159
Anthem Ins Companies Inc(Anthem BCBS),Union County,"Union, IN",IN,18161
"MDwise Marketplace, Inc.",Union County,"Union, IN",IN,18161
Celtic Insurance Company,Vanderburgh County,"Vanderburgh, IN",IN,18163
"MDwise Marketplace, Inc.",Vanderburgh County,"Vanderburgh, IN",IN,18163
Anthem Ins Companies Inc(Anthem BCBS),Vanderburgh County,"Vanderburgh, IN",IN,18163
"Indiana University Health Plans, Inc.",Vanderburgh County,"Vanderburgh, IN",IN,18163
"Indiana University Health Plans, Inc.",Vermillion County,"Vermillion, IN",IN,18165
Anthem Ins Companies Inc(Anthem BCBS),Vermillion County,"Vermillion, IN",IN,18165
"MDwise Marketplace, Inc.",Vermillion County,"Vermillion, IN",IN,18165
"Indiana University Health Plans, Inc.",Vigo County,"Vigo, IN",IN,18167
"MDwise Marketplace, Inc.",Vigo County,"Vigo, IN",IN,18167
Anthem Ins Companies Inc(Anthem BCBS),Vigo County,"Vigo, IN",IN,18167
"CareSource Indiana, Inc.",Wabash County,"Wabash, IN",IN,18169
Anthem Ins Companies Inc(Anthem BCBS),Wabash County,"Wabash, IN",IN,18169
"Physicians Health Plan of Northern Indiana, Inc.",Wabash County,"Wabash, IN",IN,18169
"MDwise Marketplace, Inc.",Wabash County,"Wabash, IN",IN,18169
"Physicians Health Plan of Northern Indiana, Inc.",Warren County,"Warren, IN",IN,18171
Anthem Ins Companies Inc(Anthem BCBS),Warren County,"Warren, IN",IN,18171
"Indiana University Health Plans, Inc.",Warren County,"Warren, IN",IN,18171
"MDwise Marketplace, Inc.",Warren County,"Warren, IN",IN,18171
Anthem Ins Companies Inc(Anthem BCBS),Warrick County,"Warrick, IN",IN,18173
"Indiana University Health Plans, Inc.",Warrick County,"Warrick, IN",IN,18173
"MDwise Marketplace, Inc.",Warrick County,"Warrick, IN",IN,18173
Anthem Ins Companies Inc(Anthem BCBS),Washington County,"Washington, IN",IN,18175
"MDwise Marketplace, Inc.",Washington County,"Washington, IN",IN,18175
Anthem Ins Companies Inc(Anthem BCBS),Wayne County,"Wayne, IN",IN,18177
"MDwise Marketplace, Inc.",Wayne County,"Wayne, IN",IN,18177
"Physicians Health Plan of Northern Indiana, Inc.",Wells County,"Wells, IN",IN,18179
"MDwise Marketplace, Inc.",Wells County,"Wells, IN",IN,18179
Anthem Ins Companies Inc(Anthem BCBS),Wells County,"Wells, IN",IN,18179
Celtic Insurance Company,Wells County,"Wells, IN",IN,18179
"Indiana University Health Plans, Inc.",White County,"White, IN",IN,18181
Anthem Ins Companies Inc(Anthem BCBS),White County,"White, IN",IN,18181
"MDwise Marketplace, Inc.",White County,"White, IN",IN,18181
"Physicians Health Plan of Northern Indiana, Inc.",White County,"White, IN",IN,18181
"CareSource Indiana, Inc.",White County,"White, IN",IN,18181
"MDwise Marketplace, Inc.",Whitley County,"Whitley, IN",IN,18183
Celtic Insurance Company,Whitley County,"Whitley, IN",IN,18183
"Physicians Health Plan of Northern Indiana, Inc.",Whitley County,"Whitley, IN",IN,18183
Anthem Ins Companies Inc(Anthem BCBS),Whitley County,"Whitley, IN",IN,18183
Aetna Health Inc. (a IA corp.),Adair County,"Adair, IA",IA,19001
Medica Insurance Company,Adair County,"Adair, IA",IA,19001
Wellmark Value Health Plan,Adair County,"Adair, IA",IA,19001
Aetna Health Inc. (a IA corp.),Adams County,"Adams, IA",IA,19003
Medica Insurance Company,Adams County,"Adams, IA",IA,19003
Medica Insurance Company,Allamakee County,"Allamakee, IA",IA,19005
"Gundersen Health Plan, Inc.",Allamakee County,"Allamakee, IA",IA,19005
Aetna Health Inc. (a IA corp.),Allamakee County,"Allamakee, IA",IA,19005
Medica Insurance Company,Appanoose County,"Appanoose, IA",IA,19007
Aetna Health Inc. (a IA corp.),Appanoose County,"Appanoose, IA",IA,19007
Wellmark Value Health Plan,Appanoose County,"Appanoose, IA",IA,19007
Medica Insurance Company,Audubon County,"Audubon, IA",IA,19009
Aetna Health Inc. (a IA corp.),Audubon County,"Audubon, IA",IA,19009
Wellmark Value Health Plan,Audubon County,"Audubon, IA",IA,19009
Aetna Health Inc. (a IA corp.),Benton County,"Benton, IA",IA,19011
Medica Insurance Company,Benton County,"Benton, IA",IA,19011
Aetna Health Inc. (a IA corp.),Black Hawk County,"Black Hawk, IA",IA,19013
Medica Insurance Company,Black Hawk County,"Black Hawk, IA",IA,19013
Wellmark Value Health Plan,Black Hawk County,"Black Hawk, IA",IA,19013
Medica Insurance Company,Boone County,"Boone, IA",IA,19015
Aetna Health Inc. (a IA corp.),Boone County,"Boone, IA",IA,19015
Wellmark Value Health Plan,Boone County,"Boone, IA",IA,19015
Aetna Health Inc. (a IA corp.),Bremer County,"Bremer, IA",IA,19017
Medica Insurance Company,Bremer County,"Bremer, IA",IA,19017
Wellmark Value Health Plan,Bremer County,"Bremer, IA",IA,19017
Medica Insurance Company,Buchanan County,"Buchanan, IA",IA,19019
Aetna Health Inc. (a IA corp.),Buchanan County,"Buchanan, IA",IA,19019
Wellmark Value Health Plan,Buchanan County,"Buchanan, IA",IA,19019
Medica Insurance Company,Buena Vista County,"Buena Vista, IA",IA,19021
Aetna Health Inc. (a IA corp.),Buena Vista County,"Buena Vista, IA",IA,19021
Aetna Health Inc. (a IA corp.),Butler County,"Butler, IA",IA,19023
Medica Insurance Company,Butler County,"Butler, IA",IA,19023
Wellmark Value Health Plan,Butler County,"Butler, IA",IA,19023
Medica Insurance Company,Calhoun County,"Calhoun, IA",IA,19025
Aetna Health Inc. (a IA corp.),Calhoun County,"Calhoun, IA",IA,19025
Aetna Health Inc. (a IA corp.),Carroll County,"Carroll, IA",IA,19027
Medica Insurance Company,Carroll County,"Carroll, IA",IA,19027
Medica Insurance Company,Cass County,"Cass, IA",IA,19029
Aetna Health Inc. (a IA corp.),Cass County,"Cass, IA",IA,19029
Medica Insurance Company,Cedar County,"Cedar, IA",IA,19031
Aetna Health Inc. (a IA corp.),Cedar County,"Cedar, IA",IA,19031
Medica Insurance Company,Cerro Gordo County,"Cerro Gordo, IA",IA,19033
Aetna Health Inc. (a IA corp.),Cerro Gordo County,"Cerro Gordo, IA",IA,19033
Medica Insurance Company,Cherokee County,"Cherokee, IA",IA,19035
Aetna Health Inc. (a IA corp.),Cherokee County,"Cherokee, IA",IA,19035
Aetna Health Inc. (a IA corp.),Chickasaw County,"Chickasaw, IA",IA,19037
Medica Insurance Company,Chickasaw County,"Chickasaw, IA",IA,19037
