County,Number of Issuers,Issuers
"Lake, OR",5,"['Moda Health Plan, Inc.', 'PacificSource Health Plans', 'LifeWise Health Plan of Oregon', 'Providence Health Plan', 'BridgeSpan Health Company']"
"Greenville, SC",3,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina', 'Aetna Health Inc. (a PA corp.)']"
"Leflore, MS",2,"['UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Caddo, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Bland, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Union, OH",7,"['HealthSpan', 'Aetna Life Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)', 'All Savers Insurance Company', 'CareSource']"
"Ohio, IN",3,"['All Savers Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Surry, NC",2,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Gray, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Caroline, VA",4,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Salem, NJ",5,"['Freelancers CO-OP of New Jersey, Inc.', 'Oxford Health Plans (NJ), Inc.', 'AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.', 'AmeriHealth Ins Company of New Jersey']"
"Pushmataha, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"Nance, NE",4,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Grand Forks, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Preble, OH",8,"['Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.', 'CareSource', 'Medical Health Insuring Corp. of Ohio', 'Premier Health Plan, Inc.', 'HealthSpan', 'All Savers Insurance Company', 'Humana Health Plan of Ohio, Inc.']"
"La Paz, AZ",2,"['All Savers Insurance Company', 'Blue Cross and Blue Shield of Arizona, Inc.']"
"Hartley, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Niobrara, WY",1,['Blue Cross Blue Shield of Wyoming']
"De Witt, IL",4,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Bartow, GA",6,"['Cigna Health and Life Insurance Company', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia', 'UnitedHealthcare of Georgia, Inc.']"
"Manassas city, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Innovation Health Insurance Company']"
"Christian, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health and Life']"
"Madison, NC",3,"['Blue Cross and Blue Shield of NC', 'Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of North Carolina, Inc']"
"Moore, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"Jefferson, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Jefferson, OH",6,"['Aetna Life Insurance Company', 'CareSource', 'Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio']"
"Moore, TX",3,"['Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Pontotoc, MS",2,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.']"
"Vinton, OH",5,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.', 'All Savers Insurance Company', 'Aetna Life Insurance Company']"
"Beauregard, LA",4,"['UnitedHealthcare of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Laclede, MO",3,"['Healthy Alliance Life Co(Anthem BCBS)', 'All Savers Insurance Company', 'Coventry Health and Life']"
"Butler, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Montgomery, KS",3,"['UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Tate, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Goshen, WY",1,['Blue Cross Blue Shield of Wyoming']
"Newton, IN",4,"['All Savers Insurance Company', 'Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Dauphin, PA",7,"['Aetna Health Inc. (a PA corp.)', 'Capital Advantage Assurance Company', 'Highmark Select Resources Inc.', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Geisinger Quality Options']"
"Phillips, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'UnitedHealthcare of the Midwest, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Gwinnett, GA",8,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Harken Health Insurance Company', 'UnitedHealthcare of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)', 'Kaiser Foundation Health Plan of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Cigna Health and Life Insurance Company']"
"Lyman, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Vance, NC",3,"['UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC', 'Aetna Health Inc. (a PA corp.)']"
"Genesee, MI",10,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Total Health Care USA, Inc.', 'Priority Health Insurance Company (PHIC)', 'Priority Health', 'McLaren Health Plan Community', 'Humana Medical Plan of Michigan, Inc.', 'Alliance Health and Life Insurance Company', 'Meridian Health Plan of Michigan, Inc.', 'Blue Care Network of Michigan', 'Health Alliance Plan (HAP)']"
"Lea, NM",4,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Presbyterian Health Plan, Inc.', 'Molina Health Care of New Mexico, Inc.']"
"Luzerne, PA",4,"['Geisinger Health Plan', 'First Priority Life Insurance Company, Inc.', 'Geisinger Quality Options', 'Aetna Health Inc. (a PA corp.)']"
"Delaware, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.']"
"Adams, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.']"
"Adams, ND",3,"['Medica Health Plans', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Keya Paha, NE",4,"['Coventry Health Care of Nebraska Inc.', 'Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Throckmorton, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Delaware, IN",6,"['All Savers Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.']"
"Big Horn, WY",1,['Blue Cross Blue Shield of Wyoming']
"Wood, WI",5,"['All Savers Insurance Company', 'Security Health Plan of Wisconsin, Inc.', 'WPS Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.']"
"Washington, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Hoke, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare of North Carolina, Inc']"
"De Baca, NM",4,"['New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.', 'Presbyterian Health Plan, Inc.', 'CHRISTUS Health Plan']"
"Winnebago, IA",3,"['Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)']"
"Menominee, WI",2,"['Molina Healthcare of Wisconsin, Inc.', 'All Savers Insurance Company']"
"Douglas, NV",3,"['HMO Colorado, Inc., dba HMO Nevada', 'Prominence HealthFirst', 'Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield']"
"Lauderdale, TN",4,"['Cigna Health and Life Insurance Company', 'BlueCross BlueShield of Tennessee', 'Humana Insurance Company', 'UnitedHealthcare Insurance Company']"
"Liberty, TX",4,"['Community Health Choice, Inc.', 'Aetna Life Insurance Company', 'Blue Cross Blue Shield of Texas', 'Cigna HealthCare of Texas, Inc.']"
"Winnebago, IL",4,"['Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care of Illinois, Inc.']"
"Jay, IN",6,"['All Savers Insurance Company', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.']"
"Buena Vista, IA",3,"['UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Erie, OH",5,"['Paramount Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company', 'Community Insurance Company(Anthem BCBS)', 'UnitedHealthcare of Ohio, Inc.']"
"Roberts, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Etowah, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Miller, AR",5,"['USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'QualChoice Life & Health Insurance Company, Inc.', 'Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.']"
"York, ME",2,"['Anthem Health Plans of ME(Anthem BCBS)', 'Harvard Pilgrim  Health Care Inc.']"
"Columbia, AR",5,"['USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Isabella, MI",7,"['Alliance Health and Life Insurance Company', 'McLaren Health Plan Community', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Physicians Health Plan', 'Blue Care Network of Michigan', 'Priority Health']"
"Comanche, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Hinds, MS",3,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company', 'UnitedHealthcare of Mississippi, Inc.']"
"Day, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Eastland, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Mineral, NV",2,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada']"
"Rusk, WI",3,"['All Savers Insurance Company', 'Health Tradition Health Plan', 'Security Health Plan of Wisconsin, Inc.']"
"Hale, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Davidson, TN",4,"['BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company', 'Humana Insurance Company', 'UnitedHealthcare Insurance Company']"
"Cleveland, AR",5,"['USAble Mutual Insurance Company', 'QCA Health Plan, Inc.', 'Celtic Insurance Company', 'UnitedHealthcare of Arkansas, Inc.', 'QualChoice Life & Health Insurance Company, Inc.']"
"Fond du Lac, WI",8,"['Unity Health Plans Insurance Corporation', 'Dean Health Plan', 'Common Ground Healthcare Cooperative', 'Managed Health Services Insurance Corporation', 'All Savers Insurance Company', 'WPS Health Plan, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)']"
"Alcorn, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Coweta, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia']"
"Washakie, WY",1,['Blue Cross Blue Shield of Wyoming']
"McDowell, NC",3,"['Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of North Carolina, Inc', 'Blue Cross and Blue Shield of NC']"
"Van Wert, OH",4,"['HealthSpan', 'All Savers Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Perkins, NE",4,"['Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska', 'UnitedHealthcare of the Midlands, Inc.']"
"Harlan, NE",4,"['Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'UnitedHealthcare of the Midlands, Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Cherokee, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
"Randolph, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Transylvania, NC",3,"['Blue Cross and Blue Shield of NC', 'Aetna Health Inc. (a PA corp.)', 'UnitedHealthcare of North Carolina, Inc']"
"Sumter, SC",3,"['Aetna Health Inc. (a PA corp.)', 'Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Benton, OR",6,"['BridgeSpan Health Company', 'Providence Health Plan', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'LifeWise Health Plan of Oregon', 'Kaiser Foundation Healthplan of the NW']"
"Long, GA",4,"['Humana Employers Health Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Aetna Health Inc. (a GA corp.)']"
"Hancock, OH",5,"['Community Insurance Company(Anthem BCBS)', 'All Savers Insurance Company', 'Paramount Insurance Company', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio']"
"Duchesne, UT",1,['SelectHealth']
"Barnwell, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Midland, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Jackson, WI",5,"['Security Health Plan of Wisconsin, Inc.', 'All Savers Insurance Company', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Gundersen Health Plan, Inc.', 'Health Tradition Health Plan']"
"Oconee, SC",2,"['Blue Cross and Blue Shield of South Carolina', 'BlueChoice HealthPlan of South Carolina, Inc.']"
"Woods, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'UnitedHealthcare of Oklahoma, Inc.']"
"Concho, TX",3,"['Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Jackson, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"East Feliciana, LA",4,"['Louisiana Health Service & Indemnity Company', 'UnitedHealthcare of Louisiana, Inc.', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Hutchinson, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Pulaski, VA",3,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Corson, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Boone, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Wayne, WV",2,"['Highmark Blue Cross Blue Shield West Virginia', 'CareSource West Virginia Co.']"
"Nelson, ND",3,"['Medica Health Plans', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pettis, MO",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City', 'All Savers Insurance Company']"
"Washington, TX",4,"['Blue Cross Blue Shield of Texas', 'Scott and White Health Plan', 'SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White']"
"Buchanan, IA",3,"['Medica Insurance Company', 'UnitedHealthcare of the Midlands, Inc.', 'Aetna Health Inc. (a IA corp.)']"
"Arkansas, AR",5,"['QCA Health Plan, Inc.', 'UnitedHealthcare of Arkansas, Inc.', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company']"
"Muskogee, OK",2,"['UnitedHealthcare of Oklahoma, Inc.', 'Blue Cross Blue Shield of Oklahoma']"
"McKinley, NM",4,"['CHRISTUS Health Plan', 'New Mexico Health Connections', 'Presbyterian Health Plan, Inc.', 'Molina Health Care of New Mexico, Inc.']"
"Obion, TN",2,"['UnitedHealthcare Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Petroleum, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"McLean, IL",4,"['Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care of Illinois, Inc.']"
"St. Landry, LA",4,"['UnitedHealthcare of Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.']"
"Marion, IA",3,"['Aetna Health Inc. (a IA corp.)', 'UnitedHealthcare of the Midlands, Inc.', 'Medica Insurance Company']"
"Barbour, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Marion, IN",6,"['Celtic Insurance Company', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'All Savers Insurance Company']"
"Centre, PA",7,"['Geisinger Health Plan', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Capital Advantage Assurance Company', 'Aetna Health Inc. (a PA corp.)', 'Geisinger Quality Options', 'UPMC Health Options, Inc.']"
"Marion, IL",3,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care of Illinois, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Juab, UT",1,['SelectHealth']
"Cook, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'UnitedHealthcare of Georgia, Inc.']"
"Sandusky, OH",6,"['CareSource', 'Paramount Insurance Company', 'Medical Health Insuring Corp. of Ohio', 'All Savers Insurance Company', 'UnitedHealthcare of Ohio, Inc.', 'Community Insurance Company(Anthem BCBS)']"
"Walworth, WI",8,"['Unity Health Plans Insurance Corporation', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Common Ground Healthcare Cooperative', 'WPS Health Plan, Inc.', 'Dean Health Plan', 'MercyCare HMO, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'All Savers Insurance Company']"
"Lamar, MS",3,"['Ambetter of Magnolia Inc.', 'UnitedHealthcare of Mississippi, Inc.', 'Humana Insurance Company']"
"Cass, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Cass, NE",4,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company', 'Coventry Health Care of Nebraska Inc.', 'UnitedHealthcare of the Midlands, Inc.']"
"Jackson, AL",2,"['UnitedHealthcare of Alabama, Inc.', 'Blue Cross and Blue Shield of Alabama']"
