County,Number of Issuers,Issuers
"Isabella, MI",7,"['Priority Health', 'Blue Cross Blue Shield of Michigan', 'McLaren Health Plan', 'Physicians Health Plan', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan', 'HAP']"
"Comanche, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Hinds, MS",3,"['Ambetter from Magnolia Health', 'UnitedHealthcare', 'Humana, Inc.']"
"Day, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Eastland, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Mineral, NV",2,"['HMO Colorado Inc dba HMO NV(Anthem BCBS)', 'Nevada Health CO-OP']"
"Rusk, WI",3,"['Health Tradition Health Plan', 'UnitedHealthcare', 'Security Health Plan']"
"Hale, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Davidson, TN",3,"['BlueCross BlueShield of Tennessee', 'Humana, Inc.', 'Cigna Healthcare']"
"Cleveland, AR",4,"['Arkansas Blue Cross and Blue Shield', 'QC Life and Health', 'Ambetter of Arkansas', 'QualChoice Health Insurance']"
"Fond du Lac, WI",8,"['Arise Health Plan', 'Ambetter from MHS Health Wisconsin', 'Unity Health Insurance', 'Anthem Blue Cross and Blue Shield', 'Common Ground Healthcare Cooperative', 'Dean Health Plan', 'UnitedHealthcare', 'Molina Marketplace']"
"Alcorn, MS",2,"['Humana, Inc.', 'UnitedHealthcare']"
"Coweta, GA",4,"['Humana, Inc.', 'Kaiser Permanente', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Washakie, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"McDowell, NC",3,"['Coventry Health Care of the Carolinas, Inc.', 'UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Van Wert, OH",4,"['HealthSpan', 'MedMutual', 'InHealth Mutual', 'Anthem Blue Cross and Blue Shield']"
"Perkins, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Harlan, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Cherokee, AL",2,"['Blue Cross and Blue Shield of Alabama', 'UnitedHealthcare']"
"Randolph, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Transylvania, NC",3,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Sumter, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan"", 'Coventry Health Care of the Carolinas, Inc.']"
"Benton, OR",8,"['BridgeSpan Health Company', 'Health Republic', 'Providence Health Plan', 'Moda Health Plan, Inc.', 'PacificSource Health Plans', 'Kaiser Permanente', 'LifeWise Health Plan of Oregon', ""Oregon's Health CO-OP""]"
"Long, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare', 'Humana, Inc.']"
"Hancock, OH",5,"['Anthem Blue Cross and Blue Shield', 'MedMutual', 'HealthSpan', 'Paramount Insurance Company', 'InHealth Mutual']"
"Duchesne, UT",4,"['BridgeSpan Health Company', 'Arches Health Plan', 'SelectHealth', 'Altius Health Plans Inc.']"
"Barnwell, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Midland, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Jackson, WI",5,"['UnitedHealthcare', 'Gundersen Health Plan, Inc.', 'Security Health Plan', 'Health Tradition Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Oconee, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Woods, OK",2,"['Blue Cross and Blue Shield of Oklahoma', 'GlobalHealth']"
"Concho, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Jackson, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"East Feliciana, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"Hutchinson, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Pulaski, VA",3,"['Optima Health', 'HealthKeepers, Inc.', 'Aetna Life Insurance Company']"
"Corson, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Boone, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Wayne, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Nelson, ND",3,"['Medica', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pettis, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Washington, TX",4,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan', 'Cigna Healthcare', 'FirstCare Health Plans']"
"Buchanan, IA",1,['Coventry Health Care of Iowa Inc.']
"Arkansas, AR",4,"['QC Life and Health', 'QualChoice Health Insurance', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Muskogee, OK",2,"['GlobalHealth', 'Blue Cross and Blue Shield of Oklahoma']"
"McKinley, NM",5,"['Presbyterian Health Plan', 'Blue Cross and Blue Shield of New Mexico', 'CHRISTUS Health Plan NM', 'Molina Health Care of New Mexico, Inc.', 'New Mexico Health Connections']"
"Obion, TN",1,['BlueCross BlueShield of Tennessee']
"Petroleum, MT",3,"['Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health CO-OP']"
"McLean, IL",5,"['Humana, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"St. Landry, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare']"
"Marion, IA",1,['Coventry Health Care of Iowa Inc.']
"Barbour, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Marion, IN",5,"['Anthem Blue Cross and Blue Shield', 'Ambetter from MHS', 'CareSource', 'MDwise Marketplace', 'UnitedHealthcare']"
"Centre, PA",8,"['Keystone Health Plan Central, A Capital BlueCross Company', 'HealthAmerica Pennsylvania, Inc.', 'Geisinger Health Plan', 'Highmark Health Insurance Company', 'Geisinger Choice', 'Capital BlueCross', 'Highmark Inc.', 'UPMC Health Options, Inc.']"
"Marion, IL",4,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois']"
"Juab, UT",4,"['Arches Health Plan', 'SelectHealth', 'BridgeSpan Health Company', 'Altius Health Plans Inc.']"
"Cook, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Sandusky, OH",4,"['Anthem Blue Cross and Blue Shield', 'InHealth Mutual', 'Paramount Insurance Company', 'MedMutual']"
"Walworth, WI",8,"['Common Ground Healthcare Cooperative', 'Molina Marketplace', 'Arise Health Plan', 'Dean Health Plan', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Unity Health Insurance', 'MercyCare Health Plans']"
"Lamar, MS",3,"['UnitedHealthcare', 'Humana, Inc.', 'Ambetter from Magnolia Health']"
"Cass, ND",3,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota', 'Medica']"
"Cass, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Jackson, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Iowa, IA",1,['Coventry Health Care of Iowa Inc.']
"Tom Green, TX",2,"['Blue Cross and Blue Shield of Texas', 'Scott and White Health Plan']"
"Calcasieu, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'UnitedHealthcare']"
"Holt, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Clark, NV",3,"['Health Plan of Nevada, Inc.', 'HMO Colorado Inc dba HMO NV(Anthem BCBS)', 'Nevada Health CO-OP']"
"Jackson, AR",4,"['QC Life and Health', 'Arkansas Blue Cross and Blue Shield', 'Ambetter of Arkansas', 'QualChoice Health Insurance']"
"Greene, IN",4,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace']"
"Greene, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois']"
"Union, NJ",5,"['Horizon Blue Cross Blue Shield of New Jersey', 'UnitedHealthcare Oxford', 'Health Republic Insurance of New Jersey', 'Oscar', 'AmeriHealth New Jersey']"
"Spartanburg, SC",4,"['BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan"", 'BlueCross BlueShield of South Carolina']"
"Pemiscot, MO",3,"['UnitedHealthcare', 'Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Union, NC",3,"['UnitedHealthcare', 'Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Greene, IA",1,['Coventry Health Care of Iowa Inc.']
"Benson, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica']"
"Taylor, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'UnitedHealthcare']"
"Moultrie, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois']"
"Dodge, WI",7,"['Molina Marketplace', 'Dean Health Plan', 'Unity Health Insurance', 'Arise Health Plan', 'Group Health Cooperative- SCW', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Roane, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Seward, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Panola, MS",2,"['Ambetter from Magnolia Health', 'UnitedHealthcare']"
"Cook, IL",6,"['Coventry Health Care', 'IlliniCare Health', 'UnitedHealthcare', 'Humana, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Park, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Saline, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Laurens, GA",4,"['Humana, Inc.', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia', 'Cigna Healthcare']"
"Caldwell, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Jones, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Nemaha, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Antelope, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"McLennan, TX",6,"['Aetna', 'Ambetter from Superior Health Plan', 'FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas', 'Humana, Inc.', 'Scott and White Health Plan']"
"Carroll, IN",4,"['MDwise Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Indiana University Health Plans, Inc.']"
"Carroll, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Allegan, MI",4,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Consumers Mutual Insurance of Michigan', 'Blue Care Network of Michigan']"
"Carroll, IA",1,['Coventry Health Care of Iowa Inc.']
"Hyde, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Miami, KS",3,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.']"
"Blaine, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Bastrop, TX",5,"['Blue Cross and Blue Shield of Texas', 'Aetna', 'Ambetter from Superior Health Plan', 'Sendero Health Plans', 'Scott and White Health Plan']"
"Clay, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Codington, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"El Paso, TX",5,"['Blue Cross and Blue Shield of Texas', 'Allegian Choice', 'Molina Marketplace', 'Ambetter from Superior Health Plan', 'UnitedHealthcare']"
"Coshocton, OH",3,"['InHealth Mutual', 'MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Assumption, LA",4,"['Vantage Health Plan', 'HMO Louisiana', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana']"
"Gallatin, MT",3,"['Montana Health CO-OP', 'Blue Cross and Blue Shield of Montana', 'PacificSource Health Plans']"
"Calhoun, GA",2,"['UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Adams, OH",5,"['InHealth Mutual', 'HealthSpan', 'CareSource', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Yadkin, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Pecos, TX",2,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans']"
"Shelby, TN",3,"['Cigna Healthcare', 'Humana, Inc.', 'BlueCross BlueShield of Tennessee']"
"Aiken, SC",3,"['BlueChoice HealthPlan', 'BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan""]"
"Bienville, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan', 'UnitedHealthcare']"
"Red River, LA",4,"['Vantage Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"Lafourche, LA",4,"['UnitedHealthcare', 'Vantage Health Plan', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana']"
"Madison, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"Calumet, WI",5,"['Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Molina Marketplace', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield']"
"Marshall, IA",1,['Coventry Health Care of Iowa Inc.']
"Vernon, WI",7,"['Gundersen Health Plan, Inc.', 'Dean Health Plan', 'Unity Health Insurance', 'UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'Group Health Cooperative- SCW', 'Health Tradition Health Plan']"
"Wilcox, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Marshall, IL",5,"['Blue Cross and Blue Shield of Illinois', 'Coventry Health Care', 'Humana, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Marshall, IN",5,"['UnitedHealthcare', 'MDwise Marketplace', 'PHP', 'Anthem Blue Cross and Blue Shield', 'Ambetter from MHS']"
"Jefferson Davis, LA",3,"['Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana', 'UnitedHealthcare']"
"Henry, AL",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of Alabama']"
"Faulk, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Mackinac, MI",4,"['Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Brooks, TX",2,"['Ambetter from Superior Health Plan', 'Blue Cross and Blue Shield of Texas']"
"Coffey, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Coventry Health and Life']"
"Grant, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Levy, FL",3,"['UnitedHealthcare', 'Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Denali, AK",2,"['Moda Health', 'Premera Blue Cross Blue Shield of Alaska']"
"Tensas, LA",3,"['UnitedHealthcare', 'Vantage Health Plan', 'Blue Cross Blue Shield of Louisiana']"
"Alleghany, NC",2,"['UnitedHealthcare', 'Blue Cross and Blue Shield of NC']"
"Nash, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Cottle, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Chattooga, GA",4,"['Blue Cross Blue Shield Healthcare Plan of Georgia', 'Alliant Health Plans', 'Cigna Healthcare', 'UnitedHealthcare']"
"Billings, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Medica', 'Sanford Health Plan']"
"Greenwood, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Norton, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Tuscarawas, OH",4,"['AultCare Insurance Company', 'MedMutual', 'Anthem Blue Cross and Blue Shield', 'InHealth Mutual']"
"Coleman, TX",3,"['Blue Cross and Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Columbus, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"James City, VA",3,"['HealthKeepers, Inc.', 'Optima Health', 'Aetna Life Insurance Company']"
"Will, IL",4,"['Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Murray, GA",3,"['Alliant Health Plans', 'UnitedHealthcare', 'Blue Cross Blue Shield Healthcare Plan of Georgia']"
"Daviess, IN",4,"['UnitedHealthcare', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace', 'Ambetter from MHS']"
"Buncombe, NC",3,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Cleveland, NC",3,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.', 'UnitedHealthcare']"
"Cherry, NE",2,"['Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Pickaway, OH",5,"['Anthem Blue Cross and Blue Shield', 'Aetna', 'InHealth Mutual', 'MedMutual', 'CareSource']"
"Little River, AR",4,"['QualChoice Health Insurance', 'QC Life and Health', 'Ambetter of Arkansas', 'Arkansas Blue Cross and Blue Shield']"
"Columbia, PA",7,"['Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Health Plan', 'Highmark Health Insurance Company', 'Capital BlueCross', 'Geisinger Choice', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.']"
"Orange, FL",5,"['Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Cigna Healthcare', 'UnitedHealthcare', 'Humana, Inc.']"
"Wheeler, TX",2,"['FirstCare Health Plans', 'Blue Cross and Blue Shield of Texas']"
"Brazoria, TX",5,"['Community Health Choice', 'Cigna Healthcare', 'UnitedHealthcare', 'Aetna', 'Blue Cross and Blue Shield of Texas']"
"Knox, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois', 'Humana, Inc.', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care']"
"Knox, IN",3,"['UnitedHealthcare', 'Ambetter from MHS', 'Anthem Blue Cross and Blue Shield']"
"St. Clair, IL",3,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross and Blue Shield of Illinois']"
"Evangeline, LA",3,"['Vantage Health Plan', 'UnitedHealthcare', 'Blue Cross Blue Shield of Louisiana']"
"Campbell, VA",3,"['Piedmont Community HealthCare', 'HealthKeepers, Inc.', 'Optima Health']"
"Sampson, NC",2,"['Blue Cross and Blue Shield of NC', 'UnitedHealthcare']"
"Macon, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross and Blue Shield of Illinois', 'Coventry Health Care']"
"Jefferson, LA",5,"['HMO Louisiana', 'UnitedHealthcare', 'Vantage Health Plan', 'Humana, Inc.', 'Blue Cross Blue Shield of Louisiana']"
"Brown, KS",3,"['Coventry Health and Life', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Polk, TX",1,['Blue Cross and Blue Shield of Texas']
"Fayette, IN",3,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace', 'UnitedHealthcare']"
"Fayette, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross and Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Fayette, IA",2,"['Gundersen Health Plan, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Franklin, OH",7,"['Molina Marketplace', 'Aetna', 'Anthem Blue Cross and Blue Shield', 'MedMutual', 'UnitedHealthcare', 'CareSource', 'InHealth Mutual']"
"Polk, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
