County,Number of Issuers,Issuers
"Woods, OK",2,"['Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"Concho, TX",2,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Jackson, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"East Feliciana, LA",4,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'HMO Louisiana']"
"Hutchinson, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Pulaski, VA",4,"['Optima Health Plan', 'HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Aetna Life Insurance Company']"
"Corson, SD",3,"['Avera Health Plans, Inc.', 'Sanford Health Plan', 'DAKOTACARE']"
"Boone, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Wayne, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Nelson, ND",3,"['Medica Health Plans', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Pettis, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Washington, TX",4,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan', 'Cigna Healthcare']"
"Reynolds, MO",2,"['Anthem Blue Cross and Blue Shield', 'Coventry Health Care']"
"Arkansas, AR",1,['Arkansas Blue Cross and Blue Shield']
"Muskogee, OK",3,"['GlobalHealth', 'Blue Cross Blue Shield of Oklahoma', 'Coventry Health and Life']"
"McKinley, NM",4,"['Blue Cross Blue Shield of New Mexico', 'Presbyterian Health Plan', 'New Mexico Health Connections', 'Molina Health Care of New Mexico, Inc.']"
"Obion, TN",2,"['BlueCross BlueShield of Tennessee', 'Community Health Alliance']"
"Petroleum, MT",3,"['Blue Cross Blue Shield of Montana', 'PacificSource Health Plans', 'Montana Health Cooperative']"
"McLean, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Humana Insurance Company']"
"St. Landry, LA",3,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.']"
"Marion, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Barbour, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Marion, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Centre, PA",8,"['Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Health Plan', 'UPMC Health Plan', 'Highmark Health Insurance Company', 'HealthAmerica Pennsylvania, Inc.', 'Geisinger Choice', 'Capital BlueCross', 'Highmark Inc.']"
"Marion, IL",3,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Juab, UT",4,"['Arches Health Plan', 'BridgeSpan Health Company', 'SelectHealth', 'Altius Health Plans Inc.']"
"Cook, GA",1,['Blue Cross and Blue Shield of Georgia']
"Sandusky, OH",3,"['Anthem Blue Cross and Blue Shield', 'Paramount Insurance Company', 'MedMutual']"
"Walworth, WI",6,"['Common Ground Healthcare Cooperative', 'Dean Health Plan', 'Arise Health Plan', 'MercyCare HMO, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'Anthem Blue Cross and Blue Shield']"
"Lamar, MS",1,['Ambetter from Magnolia Health Plan']
"Cass, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Cass, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"Jackson, AL",1,['Blue Cross and Blue Shield of Alabama']
"Iowa, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Tom Green, TX",2,"['Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Calcasieu, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Holt, MO",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas City']"
"Jackson, AR",2,"['Arkansas Blue Cross and Blue Shield', 'QualChoice Health Insurance']"
"Greene, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Greene, IL",4,"['Coventry Health Care', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Union, NJ",3,"['Health Republic Insurance of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey', 'AmeriHealth New Jersey']"
"Spartanburg, SC",4,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', 'Coventry Health Care of the Carolinas, Inc.', ""Consumers' Choice Health Plan""]"
"Pemiscot, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Union, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Greene, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Benson, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Taylor, GA",1,['Blue Cross and Blue Shield of Georgia']
"Moultrie, IL",4,"['Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Health Alliance Medical Plans, Inc.']"
"Dodge, WI",6,"['Molina Healthcare of Wisconsin, Inc.', 'Dean Health Plan', 'Unity Health Insurance', 'Group Health Cooperative- SCW', 'Anthem Blue Cross and Blue Shield', 'Arise Health Plan']"
"Roane, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Seward, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Panola, MS",1,['Ambetter from Magnolia Health Plan']
"Cook, IL",6,"['Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Aetna', 'Humana Health Plan, Inc.', 'Humana Insurance Company']"
"Park, WY",2,"['WINhealth Partners', 'Blue Cross Blue Shield of Wyoming']"
"Saline, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Laurens, GA",2,"['Humana Employers Health Plan of Georgia, Inc.', 'Blue Cross and Blue Shield of Georgia']"
"Caldwell, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Jones, SD",3,"['DAKOTACARE', 'Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Nemaha, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Antelope, NE",3,"['CoOportunity Health', 'Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.']"
"McLennan, TX",6,"['Humana Health Plan of Texas, Inc.', 'Aetna', 'Ambetter from Superior Health Plan', 'Blue Cross Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Carroll, IN",3,"['MDwise Marketplace', 'PHP', 'Anthem Blue Cross and Blue Shield']"
"Carroll, IL",4,"['Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care']"
"Allegan, MI",3,"['Blue Cross Blue Shield of Michigan', 'Priority Health', 'Blue Care Network of Michigan']"
"Carroll, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Hyde, SD",3,"['Avera Health Plans, Inc.', 'DAKOTACARE', 'Sanford Health Plan']"
"Miami, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Blaine, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'CoOportunity Health', 'Coventry Health Care of Nebraska Inc.']"
"Bastrop, TX",5,"['Blue Cross Blue Shield of Texas', 'Aetna', 'Ambetter from Superior Health Plan', 'Sendero Health Plans', 'Scott and White Health Plan']"
"Clay, GA",1,['Blue Cross and Blue Shield of Georgia']
"Codington, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"El Paso, TX",3,"['Blue Cross Blue Shield of Texas', 'Ambetter from Superior Health Plan', 'Molina Marketplace']"
"Coshocton, OH",2,"['MedMutual', 'Anthem Blue Cross and Blue Shield']"
"Assumption, LA",4,"['HMO Louisiana', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.']"
"Gallatin, MT",3,"['Blue Cross Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Calhoun, GA",1,['Blue Cross and Blue Shield of Georgia']
"Adams, OH",3,"['HealthSpan', 'Anthem Blue Cross and Blue Shield', 'MedMutual']"
"Yadkin, NC",1,['Blue Cross and Blue Shield of NC']
"Bonneville, ID",3,"['PacificSource Health Plans', 'BridgeSpan Health Company', 'Blue Cross of Idaho']"
"Shelby, TN",4,"['Cigna Healthcare', 'Community Health Alliance', 'Humana Insurance Company', 'BlueCross BlueShield of Tennessee']"
"Bienville, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative', 'Vantage Health Plan, Inc.']"
"Red River, LA",4,"['HMO Louisiana', 'Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Lafourche, LA",3,"['Louisiana Health Cooperative', 'HMO Louisiana', 'Blue Cross Blue Shield of Louisiana']"
"Madison, NE",3,"['Blue Cross and Blue Shield of Nebraska', 'Coventry Health Care of Nebraska Inc.', 'CoOportunity Health']"
"Calumet, WI",5,"['Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Molina Healthcare of Wisconsin, Inc.', 'Dean Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Marshall, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Vernon, WI",3,"['Gundersen Health Plan, Inc.', 'Dean Health Plan', 'Health Tradition Health Plan']"
"Wilcox, AL",1,['Blue Cross and Blue Shield of Alabama']
"Marshall, IL",5,"['Humana Insurance Company', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.']"
"Marshall, IN",4,"['MDwise Marketplace', 'PHP', 'Anthem Blue Cross and Blue Shield', 'Ambetter from MHS']"
"Jefferson Davis, LA",2,"['Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Henry, AL",1,['Blue Cross and Blue Shield of Alabama']
"Faulk, SD",3,"['DAKOTACARE', 'Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Mackinac, MI",4,"['Blue Care Network of Michigan', 'Consumers Mutual Insurance of Michigan', 'Blue Cross Blue Shield of Michigan', 'Priority Health']"
"Brooks, TX",1,['Blue Cross Blue Shield of Texas']
"Coffey, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Grant, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Levy, FL",2,"['Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)']"
"Denali, AK",2,"['Moda Health Plan, Inc.', 'Premera Blue Cross Blue Shield of Alaska']"
"Tensas, LA",3,"['Louisiana Health Cooperative', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana']"
"Alleghany, NC",1,['Blue Cross and Blue Shield of NC']
"Nash, NC",1,['Blue Cross and Blue Shield of NC']
"Cottle, TX",2,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans']"
"Chattooga, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Billings, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Greenwood, SC",3,"['BlueCross BlueShield of South Carolina', 'BlueChoice HealthPlan', ""Consumers' Choice Health Plan""]"
"Norton, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Tuscarawas, OH",3,"['Anthem Blue Cross and Blue Shield', 'AultCare Insurance Company', 'MedMutual']"
"Coleman, TX",3,"['Blue Cross Blue Shield of Texas', 'FirstCare Health Plans', 'Scott and White Health Plan']"
"Columbus, NC",1,['Blue Cross and Blue Shield of NC']
"James City, VA",3,"['Aetna Life Insurance Company', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Will, IL",5,"['Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Aetna', 'Health Alliance Medical Plans, Inc.']"
"Murray, GA",2,"['Alliant Health Plans', 'Blue Cross and Blue Shield of Georgia']"
"Daviess, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Buncombe, NC",2,"['Coventry Health Care of the Carolinas, Inc.', 'Blue Cross and Blue Shield of NC']"
"Cleveland, NC",2,"['Blue Cross and Blue Shield of NC', 'Coventry Health Care of the Carolinas, Inc.']"
"Cherry, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Pickaway, OH",3,"['Anthem Blue Cross and Blue Shield', 'CareSource', 'MedMutual']"
"Little River, AR",1,['Arkansas Blue Cross and Blue Shield']
"Columbia, PA",7,"['Keystone Health Plan Central, A Capital BlueCross Company', 'Geisinger Health Plan', 'Capital BlueCross', 'Geisinger Choice', 'HealthAmerica Pennsylvania, Inc.', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Orange, FL",5,"['Aetna', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Cigna Healthcare', 'Humana Medical Plan, Inc.']"
"Wheeler, TX",2,"['FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Brazoria, TX",4,"['Community Health Choice', 'Cigna Healthcare', 'Aetna', 'Blue Cross Blue Shield of Texas']"
"Knox, IL",5,"['Humana Insurance Company', 'Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Land of Lincoln Mutual Health Insurance Company', 'Coventry Health Care']"
"Knox, IN",1,['Anthem Blue Cross and Blue Shield']
"St. Clair, IL",3,"['Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois']"
"Evangeline, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.', 'Louisiana Health Cooperative']"
"Campbell, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Sampson, NC",1,['Blue Cross and Blue Shield of NC']
"Macon, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois']"
"Jefferson, LA",5,"['HMO Louisiana', 'Humana Health Benefit Plan of Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Blue Cross Blue Shield of Louisiana', 'Louisiana Health Cooperative']"
"Brown, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Gooding, ID",4,"['PacificSource Health Plans', 'SelectHealth', 'Blue Cross of Idaho', 'BridgeSpan Health Company']"
"Polk, TX",1,['Blue Cross Blue Shield of Texas']
"Fayette, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Fayette, IL",4,"['Health Alliance Medical Plans, Inc.', 'Coventry Health Care', 'Blue Cross Blue Shield of Illinois', 'Land of Lincoln Mutual Health Insurance Company']"
"Fayette, IA",3,"['CoOportunity Health', 'Gundersen Health Plan, Inc.', 'Coventry Health Care of Iowa Inc.']"
"Franklin, OH",4,"['Anthem Blue Cross and Blue Shield', 'MOLINA HEALTHCARE OF OHIO', 'MedMutual', 'CareSource']"
"Polk, TN",2,"['Cigna Healthcare', 'BlueCross BlueShield of Tennessee']"
"Burleigh, ND",3,"['Medica Health Plans', 'Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Matanuska-Susitna, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Winnebago, WI",4,"['Molina Healthcare of Wisconsin, Inc.', 'Common Ground Healthcare Cooperative', 'Arise Health Plan', 'Anthem Blue Cross and Blue Shield']"
"Dillingham Census, AK",2,"['Premera Blue Cross Blue Shield of Alaska', 'Moda Health Plan, Inc.']"
"Jefferson, PA",6,"['Geisinger Choice', 'Geisinger Health Plan', 'HealthAmerica Pennsylvania, Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company', 'Highmark Inc.']"
"Champaign, IL",4,"['Land of Lincoln Mutual Health Insurance Company', 'Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois', 'Coventry Health Care']"
"Davis, UT",6,"['BridgeSpan Health Company', 'Molina Healthcare of Utah', 'SelectHealth', 'Humana Medical Plan of Utah, Inc.', 'Arches Health Plan', 'Altius Health Plans Inc.']"
"Harrison, WV",1,['Highmark Blue Cross Blue Shield West Virginia']
"Matagorda, TX",2,"['Aetna', 'Blue Cross Blue Shield of Texas']"
"Charlton, GA",1,['Blue Cross and Blue Shield of Georgia']
"Monroe, IL",3,"['Blue Cross Blue Shield of Illinois', 'Coventry Health Care', 'Land of Lincoln Mutual Health Insurance Company']"
"Monroe, IN",2,"['Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Hunt, TX",2,"['Blue Cross Blue Shield of Texas', 'Cigna Healthcare']"
"Monroe, IA",2,"['CoOportunity Health', 'Coventry Health Care of Iowa Inc.']"
"Mitchell, KS",2,"['Coventry Health and Life', 'Blue Cross and Blue Shield of Kansas, Inc.']"
"Linn, IA",2,"['Coventry Health Care of Iowa Inc.', 'CoOportunity Health']"
"Iberville, LA",4,"['Blue Cross Blue Shield of Louisiana', 'HMO Louisiana', 'Vantage Health Plan, Inc.', 'Louisiana Health Cooperative']"
"Erie, PA",4,"['HealthAmerica Pennsylvania, Inc.', 'Highmark Inc.', 'UPMC Health Plan', 'Highmark Health Insurance Company']"
"Hendricks, IN",2,"['MDwise Marketplace', 'Anthem Blue Cross and Blue Shield']"
"Manatee, FL",4,"['Florida Blue (BlueCross BlueShield FL)', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Aetna', 'Cigna Healthcare']"
"Tipton, IN",3,"['PHP', 'Anthem Blue Cross and Blue Shield', 'MDwise Marketplace']"
"Keith, NE",3,"['CoOportunity Health', 'Coventry Health Care of Nebraska Inc.', 'Blue Cross and Blue Shield of Nebraska']"
"Miami-Dade, FL",9,"['Ambetter from Sunshine Health', 'Aetna', 'Preferred Medical Plan, Inc.', 'Coventry Health Care of Florida, Inc.', 'Florida Blue HMO (a BlueCross BlueShield FL company)', 'Florida Blue (BlueCross BlueShield FL)', 'Cigna Healthcare', 'Humana Medical Plan, Inc.', 'Molina Healthcare of Florida, Inc']"
"Nacogdoches, TX",1,['Blue Cross Blue Shield of Texas']
"Traill, ND",3,"['Sanford Health Plan', 'Medica Health Plans', 'Blue Cross Blue Shield of North Dakota']"
"Stark, OH",7,"['CareSource', 'Anthem Blue Cross and Blue Shield', 'SummaCare Inc', 'MedMutual', 'Ambetter from Buckeye Community Health Plan', 'Kaiser Permanente', 'AultCare Insurance Company']"
"Colleton, SC",3,"['BlueCross BlueShield of South Carolina', ""Consumers' Choice Health Plan"", 'BlueChoice HealthPlan']"
"Defiance, OH",4,"['HealthSpan', 'MedMutual', 'Paramount Insurance Company', 'Anthem Blue Cross and Blue Shield']"
"Brunswick, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Hawkins, TN",1,['BlueCross BlueShield of Tennessee']
"Tallapoosa, AL",1,['Blue Cross and Blue Shield of Alabama']
"East Carroll, LA",3,"['Blue Cross Blue Shield of Louisiana', 'Vantage Health Plan, Inc.', 'Louisiana Health Cooperative']"
"Graham, KS",2,"['Blue Cross and Blue Shield of Kansas, Inc.', 'Coventry Health and Life']"
"Crawford, MO",2,"['Coventry Health Care', 'Anthem Blue Cross and Blue Shield']"
"Grady, GA",1,['Blue Cross and Blue Shield of Georgia']
"Morgan, OH",3,"['Anthem Blue Cross and Blue Shield', 'Coventry Health and Life', 'MedMutual']"
"Natchitoches, LA",3,"['Vantage Health Plan, Inc.', 'Louisiana Health Cooperative', 'Blue Cross Blue Shield of Louisiana']"
"Franklin city, VA",2,"['HealthKeepers, Inc.', 'Optima Health Plan']"
"DuPage, IL",3,"['Aetna', 'Land of Lincoln Mutual Health Insurance Company', 'Blue Cross Blue Shield of Illinois']"
