County,Number of Issuers,Issuers
"Franklin, IN",3,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'CareSource Indiana, Inc.']"
"Montgomery, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Franklin, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Williamson, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Montgomery, TX",4,"['Humana Health Plan of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'Cigna HealthCare of Texas, Inc.', 'Community Health Choice, Inc.']"
"Marion, TN",1,['BlueCross BlueShield of Tennessee']
"Churchill, NV",2,"['Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield', 'HMO Colorado, Inc., dba HMO Nevada']"
"Chesterfield, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Pender, NC",1,['Blue Cross and Blue Shield of NC']
"Pima, AZ",3,"['Humana Health Plan, Inc.', 'Blue Cross and Blue Shield of Arizona, Inc.', 'Health Choice Insurance Co.']"
"Gloucester, NJ",4,"['Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth Ins Company of New Jersey', 'AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.']"
"Champaign, OH",3,"['HealthSpan', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"Sabine, TX",1,['Blue Cross Blue Shield of Texas']
"Powhatan, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Harding, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Lawrence, TN",1,['BlueCross BlueShield of Tennessee']
"Juniata, PA",5,"['Capital Advantage Assurance Company', 'Highmark Health Insurance Company', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Geisinger Quality Options']"
"Clark, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Lake, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Liberty, FL",1,['Blue Cross and Blue Shield of Florida']
"Dickinson, IA",2,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company']"
"Monroe, OH",4,"['Community Insurance Company(Anthem BCBS)', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'CareSource']"
"Mitchell, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Value Health Plan']"
"Richardson, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Gilliam, OR",4,"['Providence Health Plan', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'BridgeSpan Health Company']"
"Northumberland, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Dooly, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Dinwiddie, VA",3,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Optima Health Plan']"
"Massac, IL",2,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.']"
"Linn, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Candler, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Sarpy, NE",2,"['Blue Cross and Blue Shield of Nebraska', 'Medica Insurance Company']"
"Warren, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Innovation Health Insurance Company', 'Optima Health Plan']"
"Dubuque, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Iron, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Iron, MI",1,['Blue Cross Blue Shield of Michigan Mutual Insurance Company']
"Granville, NC",1,['Blue Cross and Blue Shield of NC']
"Bon Homme, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Schley, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Coffee, AL",1,['Blue Cross and Blue Shield of Alabama']
"White, TN",1,['BlueCross BlueShield of Tennessee']
"Gladwin, MI",5,"['Blue Care Network of Michigan', 'Priority Health', 'Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Alliance Health and Life Insurance Company']"
"Chesapeake city, VA",2,"['Optima Health Plan', 'HealthKeepers, Inc.']"
"Crawford, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Van Buren, AR",4,"['USAble Mutual Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'QCA Health Plan, Inc.', 'Celtic Insurance Company']"
"Highland, OH",4,"['Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'HealthSpan', 'CareSource']"
"Morgan, MO",1,['Healthy Alliance Life Co(Anthem BCBS)']
"Fulton, AR",4,"['QCA Health Plan, Inc.', 'Celtic Insurance Company', 'QualChoice Life & Health Insurance Company, Inc.', 'USAble Mutual Insurance Company']"
"Spencer, IN",4,"['Anthem Ins Companies Inc(Anthem BCBS)', 'Indiana University Health Plans, Inc.', 'MDwise Marketplace, Inc.', 'CareSource Indiana, Inc.']"
"Elkhart, IN",6,"['Physicians Health Plan of Northern Indiana, Inc.', 'Celtic Insurance Company', 'Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Bayfield, WI",2,"['Medica Health Plans of Wisconsin', 'Security Health Plan of Wisconsin, Inc.']"
"Appanoose, IA",3,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)', 'Wellmark Value Health Plan']"
"Dawson, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Shelby, TX",1,['Blue Cross Blue Shield of Texas']
"Houston, AL",1,['Blue Cross and Blue Shield of Alabama']
"Wilkinson, MS",1,['Humana Insurance Company']
"Harper, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"La Crosse, WI",3,"['Gundersen Health Plan, Inc.', 'Compcare Health Serv Ins Co(Anthem BCBS)', 'Health Tradition Health Plan']"
"Fulton, OH",5,"['Community Insurance Company(Anthem BCBS)', 'CareSource', 'Paramount Insurance Company', 'HealthSpan', 'Medical Health Insuring Corp. of Ohio']"
"Fergus, MT",3,"['PacificSource Health Plans', 'Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative']"
"Eddy, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Missoula, MT",3,"['Blue Cross and Blue Shield of Montana', 'Montana Health Cooperative', 'PacificSource Health Plans']"
"Eddy, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Pike, GA",2,"['Kaiser Foundation Health Plan of Georgia', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Sumner, TN",3,"['BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company', 'Humana Insurance Company']"
"Adair, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Clinch, GA",1,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.']"
"Osceola, MI",4,"['Priority Health Insurance Company (PHIC)', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health', 'Blue Care Network of Michigan']"
"Burke, NC",1,['Blue Cross and Blue Shield of NC']
"Burke, ND",2,"['Sanford Health Plan', 'Blue Cross Blue Shield of North Dakota']"
"Caldwell, LA",3,"['HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company', 'Vantage Health Plan, Inc.']"
"Plaquemines, LA",3,"['HMO Louisiana, Inc.', 'Vantage Health Plan, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Martinsville city, VA",3,"['HealthKeepers, Inc.', 'Coventry Health Care of Virginia, Inc', 'Optima Health Plan']"
"Bucks, PA",2,"['Keystone Health Plan East, Inc', 'Independence Blue Cross (QCC Ins. Co.)']"
"Cameron, PA",4,"['UPMC Health Options, Inc.', 'Geisinger Quality Options', 'Geisinger Health Plan', 'Highmark Health Insurance Company']"
"Carroll, NH",4,"['Harvard Pilgrim Health Care of NE', 'Matthew Thornton Hlth Plan(Anthem BCBS)', 'Celtic Insurance Company', 'Minuteman Health, Inc']"
"Yukon-Koyukuk Census, AK",1,['Premera Blue Cross Blue Shield of Alaska']
"Crenshaw, AL",1,['Blue Cross and Blue Shield of Alabama']
"Smith, TX",1,['Blue Cross Blue Shield of Texas']
"Marion, GA",3,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Sullivan, IN",4,"['Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Cheboygan, MI",5,"['McLaren Health Plan Community', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)', 'Blue Care Network of Michigan', 'Priority Health']"
"Smith, TN",1,['BlueCross BlueShield of Tennessee']
"Lane, OR",5,"['BridgeSpan Health Company', 'Trillium Community Health Plan', 'PacificSource Health Plans', 'Moda Health Plan, Inc.', 'Providence Health Plan']"
"Ellis, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Robertson, TN",3,"['Humana Insurance Company', 'BlueCross BlueShield of Tennessee', 'Cigna Health and Life Insurance Company']"
"Milam, TX",4,"['SHA, LLC DBA FirstCare Health Plans', 'Insurance Company of Scott & White', 'Scott and White Health Plan', 'Blue Cross Blue Shield of Texas']"
"Holmes, OH",3,"['Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio', 'Summa Insurance Company, Inc.']"
"Rhea, TN",1,['BlueCross BlueShield of Tennessee']
"Kent, DE",3,"['Aetna Health Inc. (a PA corp.)', 'Highmark BCBSD Inc.', 'Aetna Life Insurance Company']"
"Fayette, PA",2,"['Highmark Health Insurance Company', 'UPMC Health Options, Inc.']"
"Kosciusko, IN",5,"['Physicians Health Plan of Northern Indiana, Inc.', 'Indiana University Health Plans, Inc.', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Louisa, VA",4,"['UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'HealthKeepers, Inc.', 'Optima Health Plan']"
"Jackson, TN",1,['BlueCross BlueShield of Tennessee']
"Hutchinson, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"Jackson, TX",1,['Blue Cross Blue Shield of Texas']
"Grant, WI",5,"['Unity Health Plans Insurance Corporation', 'Gundersen Health Plan, Inc.', 'Health Tradition Health Plan', 'Physicians Plus Insurance Corporation', 'Dean Health Plan']"
"Montmorency, MI",5,"['Priority Health', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Blue Care Network of Michigan', 'Priority Health Insurance Company (PHIC)', 'McLaren Health Plan Community']"
"Dare, NC",1,['Blue Cross and Blue Shield of NC']
"Sequatchie, TN",1,['BlueCross BlueShield of Tennessee']
"Choctaw, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Camden, GA",2,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Humana Employers Health Plan of Georgia, Inc.']"
"Ingham, MI",6,"['Blue Care Network of Michigan', 'Physicians Health Plan', 'Priority Health', 'McLaren Health Plan Community', 'Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Priority Health Insurance Company (PHIC)']"
"Pottawattamie, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Moody, SD",2,"['Avera Health Plans, Inc.', 'Sanford Health Plan']"
"Grundy, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Grundy, IL",2,"['Health Alliance Medical Plans, Inc.', 'Blue Cross Blue Shield of Illinois']"
"Forest, WI",3,"['WPS Health Plan, Inc.', 'Molina Healthcare of Wisconsin, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Huntington, IN",5,"['Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'Physicians Health Plan of Northern Indiana, Inc.', 'CareSource Indiana, Inc.']"
"Prince Edward, VA",4,"['Piedmont Community HealthCare, Inc.', 'HealthKeepers, Inc.', 'Piedmont Community HealthCare HMO, Inc.', 'Optima Health Plan']"
"Montague, TX",1,['Blue Cross Blue Shield of Texas']
"Kimball, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Ottawa, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Ottawa, OH",4,"['HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'Paramount Insurance Company', 'Community Insurance Company(Anthem BCBS)']"
"Donley, TX",2,"['SHA, LLC DBA FirstCare Health Plans', 'Blue Cross Blue Shield of Texas']"
"DeKalb, MO",2,"['Blue Cross and Blue Shield of Kansas City', 'Coventry Health and Life']"
"Travis, TX",6,"['Humana Health Plan of Texas, Inc.', 'Insurance Company of Scott & White', 'Sendero Health Plans, inc.', 'Celtic Insurance Company', 'Blue Cross Blue Shield of Texas', 'Scott and White Health Plan']"
"Cass, IA",2,"['Medica Insurance Company', 'Aetna Health Inc. (a IA corp.)']"
"Portage, WI",4,"['Compcare Health Serv Ins Co(Anthem BCBS)', 'Molina Healthcare of Wisconsin, Inc.', 'WPS Health Plan, Inc.', 'Security Health Plan of Wisconsin, Inc.']"
"Porter, IN",4,"['Anthem Ins Companies Inc(Anthem BCBS)', 'Celtic Insurance Company', 'MDwise Marketplace, Inc.', 'Indiana University Health Plans, Inc.']"
"Jackson, FL",1,['Blue Cross and Blue Shield of Florida']
"Clark, OH",6,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'Premier Health Plan, Inc.', 'MOLINA HEALTHCARE OF OHIO', 'CareSource', 'HealthSpan']"
"Cass, IL",3,"['Blue Cross Blue Shield of Illinois', 'Humana Health Plan, Inc.', 'Health Alliance Medical Plans, Inc.']"
"Cass, IN",5,"['Indiana University Health Plans, Inc.', 'CareSource Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.', 'Physicians Health Plan of Northern Indiana, Inc.']"
"Stutsman, ND",3,"['Medica Health Plans', 'Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan']"
"Lake, OR",4,"['Moda Health Plan, Inc.', 'PacificSource Health Plans', 'Providence Health Plan', 'BridgeSpan Health Company']"
"Greenville, SC",2,"['BlueChoice HealthPlan of South Carolina, Inc.', 'Blue Cross and Blue Shield of South Carolina']"
"Leflore, MS",1,['Humana Insurance Company']
"Caddo, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Bland, VA",3,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Aetna Life Insurance Company']"
"Union, OH",4,"['HealthSpan', 'Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)', 'CareSource']"
"Ohio, IN",2,"['MDwise Marketplace, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)']"
"Surry, NC",1,['Blue Cross and Blue Shield of NC']
"Gray, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Caroline, VA",4,"['HealthKeepers, Inc.', 'Optima Health Plan', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc']"
"Salem, NJ",4,"['Freelancers CO-OP of New Jersey, Inc.', 'AmeriHealth HMO, Inc.', 'Horizon Healthcare Services, Inc.', 'AmeriHealth Ins Company of New Jersey']"
"Pushmataha, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Nance, NE",2,"['Medica Insurance Company', 'Blue Cross and Blue Shield of Nebraska']"
"Grand Forks, ND",3,"['Blue Cross Blue Shield of North Dakota', 'Sanford Health Plan', 'Medica Health Plans']"
"Preble, OH",6,"['Community Insurance Company(Anthem BCBS)', 'CareSource', 'Medical Health Insuring Corp. of Ohio', 'Premier Health Plan, Inc.', 'HealthSpan', 'Humana Health Plan of Ohio, Inc.']"
"La Paz, AZ",1,"['Blue Cross and Blue Shield of Arizona, Inc.']"
"Hartley, TX",2,"['Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Niobrara, WY",1,['Blue Cross Blue Shield of Wyoming']
"De Witt, IL",3,"['Blue Cross Blue Shield of Illinois', 'Health Alliance Medical Plans, Inc.', 'Humana Health Plan, Inc.']"
"Bartow, GA",5,"['Cigna Health and Life Insurance Company', 'Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Alliant Health Plans', 'Humana Employers Health Plan of Georgia, Inc.', 'Kaiser Foundation Health Plan of Georgia']"
"Manassas city, VA",4,"['HealthKeepers, Inc.', 'UnitedHealthcare of the Mid-Atlantic Inc', 'Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.', 'Innovation Health Insurance Company']"
"Christian, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Madison, NC",1,['Blue Cross and Blue Shield of NC']
"Moore, NC",1,['Blue Cross and Blue Shield of NC']
"Jefferson, OK",1,['Blue Cross Blue Shield of Oklahoma']
"Jefferson, OH",3,"['CareSource', 'Community Insurance Company(Anthem BCBS)', 'Medical Health Insuring Corp. of Ohio']"
"Moore, TX",3,"['Prominence HealthFirst of Texas, Inc.', 'Blue Cross Blue Shield of Texas', 'SHA, LLC DBA FirstCare Health Plans']"
"Pontotoc, MS",1,['Ambetter of Magnolia Inc.']
"Vinton, OH",2,"['Medical Health Insuring Corp. of Ohio', 'Community Insurance Company(Anthem BCBS)']"
"Beauregard, LA",3,"['Vantage Health Plan, Inc.', 'HMO Louisiana, Inc.', 'Louisiana Health Service & Indemnity Company']"
"Laclede, MO",2,"['Healthy Alliance Life Co(Anthem BCBS)', 'Coventry Health and Life']"
"Butler, IA",3,"['Aetna Health Inc. (a IA corp.)', 'Medica Insurance Company', 'Wellmark Value Health Plan']"
"Montgomery, KS",3,"['Blue Cross and Blue Shield of Kansas, Inc.', 'BlueCross BlueShield Kansas Solutions, Inc.', 'Medica']"
"Tate, MS",2,"['Ambetter of Magnolia Inc.', 'Humana Insurance Company']"
"Goshen, WY",1,['Blue Cross Blue Shield of Wyoming']
"Newton, IN",3,"['Physicians Health Plan of Northern Indiana, Inc.', 'Anthem Ins Companies Inc(Anthem BCBS)', 'MDwise Marketplace, Inc.']"
"Dauphin, PA",6,"['Capital Advantage Assurance Company', 'Highmark Select Resources Inc.', 'Geisinger Health Plan', 'Keystone Health Plan Central', 'Highmark Health Insurance Company', 'Geisinger Quality Options']"
"Phillips, KS",3,"['BlueCross BlueShield Kansas Solutions, Inc.', 'Blue Cross and Blue Shield of Kansas, Inc.', 'Medica']"
"Gwinnett, GA",6,"['Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.', 'Ambetter of Peach State Inc.', 'Harken Health Insurance Company', 'Kaiser Foundation Health Plan of Georgia', 'Humana Employers Health Plan of Georgia, Inc.', 'Cigna Health and Life Insurance Company']"
"Lyman, SD",2,"['Sanford Health Plan', 'Avera Health Plans, Inc.']"
"Vance, NC",1,['Blue Cross and Blue Shield of NC']
"Genesee, MI",9,"['Blue Cross Blue Shield of Michigan Mutual Insurance Company', 'Total Health Care USA, Inc.', 'Priority Health Insurance Company (PHIC)', 'Priority Health', 'McLaren Health Plan Community', 'Alliance Health and Life Insurance Company', 'Meridian Health Plan of Michigan, Inc.', 'Blue Care Network of Michigan', 'Health Alliance Plan (HAP)']"
"Lea, NM",3,"['New Mexico Health Connections', 'CHRISTUS Health Plan', 'Molina Health Care of New Mexico, Inc.']"
"Luzerne, PA",3,"['Geisinger Health Plan', 'First Priority Life Insurance Company, Inc.', 'Geisinger Quality Options']"
