i,s,c,id
Coventry Health and Life,KS,Pawnee,"Pawnee, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Pawnee,"Pawnee, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Phillips,"Phillips, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Phillips,"Phillips, KS"
Coventry Health and Life,KS,Phillips,"Phillips, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Pottawatomie,"Pottawatomie, KS"
Coventry Health and Life,KS,Pottawatomie,"Pottawatomie, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Pottawatomie,"Pottawatomie, KS"
Coventry Health and Life,KS,Pratt,"Pratt, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Pratt,"Pratt, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Pratt,"Pratt, KS"
Coventry Health and Life,KS,Rawlins,"Rawlins, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Rawlins,"Rawlins, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Rawlins,"Rawlins, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Reno,"Reno, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Reno,"Reno, KS"
Coventry Health and Life,KS,Reno,"Reno, KS"
Coventry Health and Life,KS,Republic,"Republic, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Republic,"Republic, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Republic,"Republic, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Rice,"Rice, KS"
Coventry Health and Life,KS,Rice,"Rice, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Rice,"Rice, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Riley,"Riley, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Riley,"Riley, KS"
Coventry Health and Life,KS,Riley,"Riley, KS"
Coventry Health and Life,KS,Rooks,"Rooks, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Rooks,"Rooks, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Rooks,"Rooks, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Rush,"Rush, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Rush,"Rush, KS"
Coventry Health and Life,KS,Rush,"Rush, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Russell,"Russell, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Russell,"Russell, KS"
Coventry Health and Life,KS,Russell,"Russell, KS"
Coventry Health Care Of Kansas Inc,KS,Russell,"Russell, KS"
Coventry Health and Life,KS,Saline,"Saline, KS"
Coventry Health Care Of Kansas Inc,KS,Saline,"Saline, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Saline,"Saline, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Saline,"Saline, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Scott,"Scott, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Scott,"Scott, KS"
Coventry Health and Life,KS,Scott,"Scott, KS"
Coventry Health Care Of Kansas Inc,KS,Sedgwick,"Sedgwick, KS"
Coventry Health and Life,KS,Sedgwick,"Sedgwick, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Sedgwick,"Sedgwick, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Sedgwick,"Sedgwick, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Seward,"Seward, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Seward,"Seward, KS"
Coventry Health and Life,KS,Seward,"Seward, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Shawnee,"Shawnee, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Shawnee,"Shawnee, KS"
Coventry Health and Life,KS,Shawnee,"Shawnee, KS"
Coventry Health Care Of Kansas Inc,KS,Shawnee,"Shawnee, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Sheridan,"Sheridan, KS"
Coventry Health and Life,KS,Sheridan,"Sheridan, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Sheridan,"Sheridan, KS"
Coventry Health and Life,KS,Sherman,"Sherman, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Sherman,"Sherman, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Sherman,"Sherman, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Smith,"Smith, KS"
Coventry Health and Life,KS,Smith,"Smith, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Smith,"Smith, KS"
Coventry Health and Life,KS,Stafford,"Stafford, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Stafford,"Stafford, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Stafford,"Stafford, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Stanton,"Stanton, KS"
Coventry Health and Life,KS,Stanton,"Stanton, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Stanton,"Stanton, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Stevens,"Stevens, KS"
Coventry Health and Life,KS,Stevens,"Stevens, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Stevens,"Stevens, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Sumner,"Sumner, KS"
Coventry Health and Life,KS,Sumner,"Sumner, KS"
Coventry Health Care Of Kansas Inc,KS,Sumner,"Sumner, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Sumner,"Sumner, KS"
Coventry Health and Life,KS,Thomas,"Thomas, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Thomas,"Thomas, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Thomas,"Thomas, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Trego,"Trego, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Trego,"Trego, KS"
Coventry Health and Life,KS,Trego,"Trego, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Wabaunsee,"Wabaunsee, KS"
Coventry Health and Life,KS,Wabaunsee,"Wabaunsee, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Wabaunsee,"Wabaunsee, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Wallace,"Wallace, KS"
Coventry Health and Life,KS,Wallace,"Wallace, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Wallace,"Wallace, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Washington,"Washington, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Washington,"Washington, KS"
Coventry Health and Life,KS,Washington,"Washington, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Wichita,"Wichita, KS"
Coventry Health and Life,KS,Wichita,"Wichita, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Wichita,"Wichita, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Wilson,"Wilson, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Wilson,"Wilson, KS"
Coventry Health and Life,KS,Wilson,"Wilson, KS"
"Blue Cross and Blue Shield of Kansas, Inc.",KS,Woodson,"Woodson, KS"
"BlueCross BlueShield Kansas Solutions, Inc.",KS,Woodson,"Woodson, KS"
Coventry Health and Life,KS,Woodson,"Woodson, KS"
Blue Cross and Blue Shield of Kansas City,KS,Wyandotte,"Wyandotte, KS"
Coventry Health and Life,KS,Wyandotte,"Wyandotte, KS"
UnitedHealthcare,LA,Acadia,"Acadia, LA"
Vantage Health Plan,LA,Acadia,"Acadia, LA"
Blue Cross Blue Shield of Louisiana,LA,Acadia,"Acadia, LA"
Blue Cross Blue Shield of Louisiana,LA,Allen,"Allen, LA"
UnitedHealthcare,LA,Allen,"Allen, LA"
Vantage Health Plan,LA,Allen,"Allen, LA"
HMO Louisiana,LA,Ascension,"Ascension, LA"
Vantage Health Plan,LA,Ascension,"Ascension, LA"
Blue Cross Blue Shield of Louisiana,LA,Ascension,"Ascension, LA"
Vantage Health Plan,LA,Assumption,"Assumption, LA"
HMO Louisiana,LA,Assumption,"Assumption, LA"
UnitedHealthcare,LA,Assumption,"Assumption, LA"
Blue Cross Blue Shield of Louisiana,LA,Assumption,"Assumption, LA"
Vantage Health Plan,LA,Avoyelles,"Avoyelles, LA"
Blue Cross Blue Shield of Louisiana,LA,Avoyelles,"Avoyelles, LA"
UnitedHealthcare,LA,Avoyelles,"Avoyelles, LA"
Blue Cross Blue Shield of Louisiana,LA,Beauregard,"Beauregard, LA"
UnitedHealthcare,LA,Beauregard,"Beauregard, LA"
Vantage Health Plan,LA,Beauregard,"Beauregard, LA"
Blue Cross Blue Shield of Louisiana,LA,Bienville,"Bienville, LA"
Vantage Health Plan,LA,Bienville,"Bienville, LA"
UnitedHealthcare,LA,Bienville,"Bienville, LA"
UnitedHealthcare,LA,Bossier,"Bossier, LA"
Vantage Health Plan,LA,Bossier,"Bossier, LA"
HMO Louisiana,LA,Bossier,"Bossier, LA"
Blue Cross Blue Shield of Louisiana,LA,Bossier,"Bossier, LA"
Vantage Health Plan,LA,Caddo,"Caddo, LA"
Blue Cross Blue Shield of Louisiana,LA,Caddo,"Caddo, LA"
HMO Louisiana,LA,Caddo,"Caddo, LA"
UnitedHealthcare,LA,Caddo,"Caddo, LA"
Blue Cross Blue Shield of Louisiana,LA,Calcasieu,"Calcasieu, LA"
Vantage Health Plan,LA,Calcasieu,"Calcasieu, LA"
UnitedHealthcare,LA,Calcasieu,"Calcasieu, LA"
Vantage Health Plan,LA,Caldwell,"Caldwell, LA"
Blue Cross Blue Shield of Louisiana,LA,Caldwell,"Caldwell, LA"
UnitedHealthcare,LA,Caldwell,"Caldwell, LA"
Blue Cross Blue Shield of Louisiana,LA,Cameron,"Cameron, LA"
Vantage Health Plan,LA,Cameron,"Cameron, LA"
UnitedHealthcare,LA,Cameron,"Cameron, LA"
Vantage Health Plan,LA,Catahoula,"Catahoula, LA"
UnitedHealthcare,LA,Catahoula,"Catahoula, LA"
Blue Cross Blue Shield of Louisiana,LA,Catahoula,"Catahoula, LA"
Blue Cross Blue Shield of Louisiana,LA,Claiborne,"Claiborne, LA"
Vantage Health Plan,LA,Claiborne,"Claiborne, LA"
UnitedHealthcare,LA,Claiborne,"Claiborne, LA"
HMO Louisiana,LA,Claiborne,"Claiborne, LA"
Blue Cross Blue Shield of Louisiana,LA,Concordia,"Concordia, LA"
Vantage Health Plan,LA,Concordia,"Concordia, LA"
UnitedHealthcare,LA,Concordia,"Concordia, LA"
Vantage Health Plan,LA,De Soto,"De Soto, LA"
UnitedHealthcare,LA,De Soto,"De Soto, LA"
Blue Cross Blue Shield of Louisiana,LA,De Soto,"De Soto, LA"
HMO Louisiana,LA,De Soto,"De Soto, LA"
Blue Cross Blue Shield of Louisiana,LA,East Baton Rouge,"East Baton Rouge, LA"
Vantage Health Plan,LA,East Baton Rouge,"East Baton Rouge, LA"
HMO Louisiana,LA,East Baton Rouge,"East Baton Rouge, LA"
Vantage Health Plan,LA,East Carroll,"East Carroll, LA"
Blue Cross Blue Shield of Louisiana,LA,East Carroll,"East Carroll, LA"
UnitedHealthcare,LA,East Carroll,"East Carroll, LA"
Vantage Health Plan,LA,East Feliciana,"East Feliciana, LA"
Blue Cross Blue Shield of Louisiana,LA,East Feliciana,"East Feliciana, LA"
HMO Louisiana,LA,East Feliciana,"East Feliciana, LA"
Vantage Health Plan,LA,Evangeline,"Evangeline, LA"
UnitedHealthcare,LA,Evangeline,"Evangeline, LA"
Blue Cross Blue Shield of Louisiana,LA,Evangeline,"Evangeline, LA"
Vantage Health Plan,LA,Franklin,"Franklin, LA"
UnitedHealthcare,LA,Franklin,"Franklin, LA"
Blue Cross Blue Shield of Louisiana,LA,Franklin,"Franklin, LA"
Blue Cross Blue Shield of Louisiana,LA,Grant,"Grant, LA"
UnitedHealthcare,LA,Grant,"Grant, LA"
Vantage Health Plan,LA,Grant,"Grant, LA"
Blue Cross Blue Shield of Louisiana,LA,Iberia,"Iberia, LA"
UnitedHealthcare,LA,Iberia,"Iberia, LA"
Vantage Health Plan,LA,Iberia,"Iberia, LA"
Blue Cross Blue Shield of Louisiana,LA,Iberville,"Iberville, LA"
HMO Louisiana,LA,Iberville,"Iberville, LA"
Vantage Health Plan,LA,Iberville,"Iberville, LA"
UnitedHealthcare,LA,Jackson,"Jackson, LA"
Blue Cross Blue Shield of Louisiana,LA,Jackson,"Jackson, LA"
Vantage Health Plan,LA,Jackson,"Jackson, LA"
HMO Louisiana,LA,Jefferson,"Jefferson, LA"
UnitedHealthcare,LA,Jefferson,"Jefferson, LA"
Vantage Health Plan,LA,Jefferson,"Jefferson, LA"
"Humana, Inc.",LA,Jefferson,"Jefferson, LA"
Blue Cross Blue Shield of Louisiana,LA,Jefferson,"Jefferson, LA"
Vantage Health Plan,LA,Jefferson Davis,"Jefferson Davis, LA"
Blue Cross Blue Shield of Louisiana,LA,Jefferson Davis,"Jefferson Davis, LA"
UnitedHealthcare,LA,Jefferson Davis,"Jefferson Davis, LA"
UnitedHealthcare,LA,La Salle,"La Salle, LA"
Blue Cross Blue Shield of Louisiana,LA,La Salle,"La Salle, LA"
Vantage Health Plan,LA,La Salle,"La Salle, LA"
Vantage Health Plan,LA,Lafayette,"Lafayette, LA"
UnitedHealthcare,LA,Lafayette,"Lafayette, LA"
Blue Cross Blue Shield of Louisiana,LA,Lafayette,"Lafayette, LA"
UnitedHealthcare,LA,Lafourche,"Lafourche, LA"
Vantage Health Plan,LA,Lafourche,"Lafourche, LA"
HMO Louisiana,LA,Lafourche,"Lafourche, LA"
Blue Cross Blue Shield of Louisiana,LA,Lafourche,"Lafourche, LA"
Vantage Health Plan,LA,Lincoln,"Lincoln, LA"
Blue Cross Blue Shield of Louisiana,LA,Lincoln,"Lincoln, LA"
UnitedHealthcare,LA,Lincoln,"Lincoln, LA"
Vantage Health Plan,LA,Livingston,"Livingston, LA"
Blue Cross Blue Shield of Louisiana,LA,Livingston,"Livingston, LA"
HMO Louisiana,LA,Livingston,"Livingston, LA"
Blue Cross Blue Shield of Louisiana,LA,Madison,"Madison, LA"
UnitedHealthcare,LA,Madison,"Madison, LA"
Vantage Health Plan,LA,Madison,"Madison, LA"
UnitedHealthcare,LA,Morehouse,"Morehouse, LA"
Blue Cross Blue Shield of Louisiana,LA,Morehouse,"Morehouse, LA"
Vantage Health Plan,LA,Morehouse,"Morehouse, LA"
UnitedHealthcare,LA,Natchitoches,"Natchitoches, LA"
Vantage Health Plan,LA,Natchitoches,"Natchitoches, LA"
Blue Cross Blue Shield of Louisiana,LA,Natchitoches,"Natchitoches, LA"
UnitedHealthcare,LA,Orleans,"Orleans, LA"
Blue Cross Blue Shield of Louisiana,LA,Orleans,"Orleans, LA"
Vantage Health Plan,LA,Orleans,"Orleans, LA"
HMO Louisiana,LA,Orleans,"Orleans, LA"
Vantage Health Plan,LA,Ouachita,"Ouachita, LA"
Blue Cross Blue Shield of Louisiana,LA,Ouachita,"Ouachita, LA"
UnitedHealthcare,LA,Ouachita,"Ouachita, LA"
Vantage Health Plan,LA,Plaquemines,"Plaquemines, LA"
HMO Louisiana,LA,Plaquemines,"Plaquemines, LA"
Blue Cross Blue Shield of Louisiana,LA,Plaquemines,"Plaquemines, LA"
UnitedHealthcare,LA,Plaquemines,"Plaquemines, LA"
HMO Louisiana,LA,Pointe Coupee,"Pointe Coupee, LA"
Blue Cross Blue Shield of Louisiana,LA,Pointe Coupee,"Pointe Coupee, LA"
Vantage Health Plan,LA,Pointe Coupee,"Pointe Coupee, LA"
Vantage Health Plan,LA,Rapides,"Rapides, LA"
Blue Cross Blue Shield of Louisiana,LA,Rapides,"Rapides, LA"
UnitedHealthcare,LA,Rapides,"Rapides, LA"
Vantage Health Plan,LA,Red River,"Red River, LA"
UnitedHealthcare,LA,Red River,"Red River, LA"
Blue Cross Blue Shield of Louisiana,LA,Red River,"Red River, LA"
HMO Louisiana,LA,Red River,"Red River, LA"
Vantage Health Plan,LA,Richland,"Richland, LA"
UnitedHealthcare,LA,Richland,"Richland, LA"
Blue Cross Blue Shield of Louisiana,LA,Richland,"Richland, LA"
Blue Cross Blue Shield of Louisiana,LA,Sabine,"Sabine, LA"
UnitedHealthcare,LA,Sabine,"Sabine, LA"
Vantage Health Plan,LA,Sabine,"Sabine, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Bernard,"St. Bernard, LA"
UnitedHealthcare,LA,St. Bernard,"St. Bernard, LA"
HMO Louisiana,LA,St. Bernard,"St. Bernard, LA"
Vantage Health Plan,LA,St. Bernard,"St. Bernard, LA"
HMO Louisiana,LA,St. Charles,"St. Charles, LA"
UnitedHealthcare,LA,St. Charles,"St. Charles, LA"
Vantage Health Plan,LA,St. Charles,"St. Charles, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Charles,"St. Charles, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Helena,"St. Helena, LA"
Vantage Health Plan,LA,St. Helena,"St. Helena, LA"
HMO Louisiana,LA,St. Helena,"St. Helena, LA"
UnitedHealthcare,LA,St. James,"St. James, LA"
HMO Louisiana,LA,St. James,"St. James, LA"
Vantage Health Plan,LA,St. James,"St. James, LA"
Blue Cross Blue Shield of Louisiana,LA,St. James,"St. James, LA"
HMO Louisiana,LA,St. John the Baptist,"St. John the Baptist, LA"
Blue Cross Blue Shield of Louisiana,LA,St. John the Baptist,"St. John the Baptist, LA"
UnitedHealthcare,LA,St. John the Baptist,"St. John the Baptist, LA"
Vantage Health Plan,LA,St. John the Baptist,"St. John the Baptist, LA"
Vantage Health Plan,LA,St. Landry,"St. Landry, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Landry,"St. Landry, LA"
UnitedHealthcare,LA,St. Landry,"St. Landry, LA"
UnitedHealthcare,LA,St. Martin,"St. Martin, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Martin,"St. Martin, LA"
Vantage Health Plan,LA,St. Martin,"St. Martin, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Mary,"St. Mary, LA"
Vantage Health Plan,LA,St. Mary,"St. Mary, LA"
HMO Louisiana,LA,St. Mary,"St. Mary, LA"
Blue Cross Blue Shield of Louisiana,LA,St. Tammany,"St. Tammany, LA"
UnitedHealthcare,LA,St. Tammany,"St. Tammany, LA"
Vantage Health Plan,LA,St. Tammany,"St. Tammany, LA"
HMO Louisiana,LA,St. Tammany,"St. Tammany, LA"
HMO Louisiana,LA,Tangipahoa,"Tangipahoa, LA"
Blue Cross Blue Shield of Louisiana,LA,Tangipahoa,"Tangipahoa, LA"
Vantage Health Plan,LA,Tangipahoa,"Tangipahoa, LA"
UnitedHealthcare,LA,Tensas,"Tensas, LA"
Vantage Health Plan,LA,Tensas,"Tensas, LA"
Blue Cross Blue Shield of Louisiana,LA,Tensas,"Tensas, LA"
Vantage Health Plan,LA,Terrebonne,"Terrebonne, LA"
HMO Louisiana,LA,Terrebonne,"Terrebonne, LA"
UnitedHealthcare,LA,Terrebonne,"Terrebonne, LA"
Blue Cross Blue Shield of Louisiana,LA,Terrebonne,"Terrebonne, LA"
Blue Cross Blue Shield of Louisiana,LA,Union,"Union, LA"
UnitedHealthcare,LA,Union,"Union, LA"
Vantage Health Plan,LA,Union,"Union, LA"
Vantage Health Plan,LA,Vermilion,"Vermilion, LA"
Blue Cross Blue Shield of Louisiana,LA,Vermilion,"Vermilion, LA"
UnitedHealthcare,LA,Vermilion,"Vermilion, LA"
Blue Cross Blue Shield of Louisiana,LA,Vernon,"Vernon, LA"
UnitedHealthcare,LA,Vernon,"Vernon, LA"
Vantage Health Plan,LA,Vernon,"Vernon, LA"
HMO Louisiana,LA,Washington,"Washington, LA"
Blue Cross Blue Shield of Louisiana,LA,Washington,"Washington, LA"
Vantage Health Plan,LA,Washington,"Washington, LA"
HMO Louisiana,LA,Webster,"Webster, LA"
Blue Cross Blue Shield of Louisiana,LA,Webster,"Webster, LA"
Vantage Health Plan,LA,Webster,"Webster, LA"
UnitedHealthcare,LA,Webster,"Webster, LA"
HMO Louisiana,LA,West Baton Rouge,"West Baton Rouge, LA"
Vantage Health Plan,LA,West Baton Rouge,"West Baton Rouge, LA"
Blue Cross Blue Shield of Louisiana,LA,West Baton Rouge,"West Baton Rouge, LA"
UnitedHealthcare,LA,West Carroll,"West Carroll, LA"
Vantage Health Plan,LA,West Carroll,"West Carroll, LA"
Blue Cross Blue Shield of Louisiana,LA,West Carroll,"West Carroll, LA"
Vantage Health Plan,LA,West Feliciana,"West Feliciana, LA"
HMO Louisiana,LA,West Feliciana,"West Feliciana, LA"
Blue Cross Blue Shield of Louisiana,LA,West Feliciana,"West Feliciana, LA"
Blue Cross Blue Shield of Louisiana,LA,Winn,"Winn, LA"
Vantage Health Plan,LA,Winn,"Winn, LA"
UnitedHealthcare,LA,Winn,"Winn, LA"
Anthem Blue Cross and Blue Shield,ME,Androscoggin,"Androscoggin, ME"
Harvard Pilgrim  Health Care Inc.,ME,Androscoggin,"Androscoggin, ME"
Maine Community Health Options,ME,Androscoggin,"Androscoggin, ME"
Anthem Blue Cross and Blue Shield,ME,Aroostook,"Aroostook, ME"
Harvard Pilgrim  Health Care Inc.,ME,Aroostook,"Aroostook, ME"
Maine Community Health Options,ME,Aroostook,"Aroostook, ME"
Anthem Blue Cross and Blue Shield,ME,Cumberland,"Cumberland, ME"
Harvard Pilgrim  Health Care Inc.,ME,Cumberland,"Cumberland, ME"
Maine Community Health Options,ME,Cumberland,"Cumberland, ME"
Harvard Pilgrim  Health Care Inc.,ME,Franklin,"Franklin, ME"
Maine Community Health Options,ME,Franklin,"Franklin, ME"
Anthem Blue Cross and Blue Shield,ME,Franklin,"Franklin, ME"
Maine Community Health Options,ME,Hancock,"Hancock, ME"
Harvard Pilgrim  Health Care Inc.,ME,Hancock,"Hancock, ME"
Anthem Blue Cross and Blue Shield,ME,Hancock,"Hancock, ME"
Maine Community Health Options,ME,Kennebec,"Kennebec, ME"
Anthem Blue Cross and Blue Shield,ME,Kennebec,"Kennebec, ME"
Harvard Pilgrim  Health Care Inc.,ME,Kennebec,"Kennebec, ME"
Harvard Pilgrim  Health Care Inc.,ME,Knox,"Knox, ME"
Maine Community Health Options,ME,Knox,"Knox, ME"
Anthem Blue Cross and Blue Shield,ME,Knox,"Knox, ME"
Maine Community Health Options,ME,Lincoln,"Lincoln, ME"
Anthem Blue Cross and Blue Shield,ME,Lincoln,"Lincoln, ME"
Harvard Pilgrim  Health Care Inc.,ME,Lincoln,"Lincoln, ME"
Harvard Pilgrim  Health Care Inc.,ME,Oxford,"Oxford, ME"
Maine Community Health Options,ME,Oxford,"Oxford, ME"
Anthem Blue Cross and Blue Shield,ME,Oxford,"Oxford, ME"
Harvard Pilgrim  Health Care Inc.,ME,Penobscot,"Penobscot, ME"
Anthem Blue Cross and Blue Shield,ME,Penobscot,"Penobscot, ME"
Maine Community Health Options,ME,Penobscot,"Penobscot, ME"
Harvard Pilgrim  Health Care Inc.,ME,Piscataquis,"Piscataquis, ME"
Anthem Blue Cross and Blue Shield,ME,Piscataquis,"Piscataquis, ME"
Maine Community Health Options,ME,Piscataquis,"Piscataquis, ME"
Maine Community Health Options,ME,Sagadahoc,"Sagadahoc, ME"
Harvard Pilgrim  Health Care Inc.,ME,Sagadahoc,"Sagadahoc, ME"
Anthem Blue Cross and Blue Shield,ME,Sagadahoc,"Sagadahoc, ME"
Harvard Pilgrim  Health Care Inc.,ME,Somerset,"Somerset, ME"
Anthem Blue Cross and Blue Shield,ME,Somerset,"Somerset, ME"
Maine Community Health Options,ME,Somerset,"Somerset, ME"
Anthem Blue Cross and Blue Shield,ME,Waldo,"Waldo, ME"
Harvard Pilgrim  Health Care Inc.,ME,Waldo,"Waldo, ME"
Maine Community Health Options,ME,Waldo,"Waldo, ME"
Maine Community Health Options,ME,Washington,"Washington, ME"
Harvard Pilgrim  Health Care Inc.,ME,Washington,"Washington, ME"
Anthem Blue Cross and Blue Shield,ME,Washington,"Washington, ME"
Anthem Blue Cross and Blue Shield,ME,York,"York, ME"
Maine Community Health Options,ME,York,"York, ME"
Harvard Pilgrim  Health Care Inc.,ME,York,"York, ME"
McLaren Health Plan,MI,Alcona,"Alcona, MI"
Blue Cross Blue Shield of Michigan,MI,Alcona,"Alcona, MI"
Priority Health,MI,Alcona,"Alcona, MI"
Blue Care Network of Michigan,MI,Alcona,"Alcona, MI"
Consumers Mutual Insurance of Michigan,MI,Alcona,"Alcona, MI"
Blue Cross Blue Shield of Michigan,MI,Alger,"Alger, MI"
Consumers Mutual Insurance of Michigan,MI,Alger,"Alger, MI"
Blue Cross Blue Shield of Michigan,MI,Allegan,"Allegan, MI"
Priority Health,MI,Allegan,"Allegan, MI"
Consumers Mutual Insurance of Michigan,MI,Allegan,"Allegan, MI"
Blue Care Network of Michigan,MI,Allegan,"Allegan, MI"
Blue Care Network of Michigan,MI,Alpena,"Alpena, MI"
McLaren Health Plan,MI,Alpena,"Alpena, MI"
Priority Health,MI,Alpena,"Alpena, MI"
Blue Cross Blue Shield of Michigan,MI,Alpena,"Alpena, MI"
Priority Health,MI,Antrim,"Antrim, MI"
Blue Care Network of Michigan,MI,Antrim,"Antrim, MI"
McLaren Health Plan,MI,Antrim,"Antrim, MI"
Consumers Mutual Insurance of Michigan,MI,Antrim,"Antrim, MI"
Blue Cross Blue Shield of Michigan,MI,Antrim,"Antrim, MI"
Priority Health,MI,Arenac,"Arenac, MI"
Consumers Mutual Insurance of Michigan,MI,Arenac,"Arenac, MI"
McLaren Health Plan,MI,Arenac,"Arenac, MI"
Blue Cross Blue Shield of Michigan,MI,Arenac,"Arenac, MI"
Blue Care Network of Michigan,MI,Arenac,"Arenac, MI"
