i,s,c,id
"UnitedHealthcare of Georgia, Inc.",GA,Monroe,"Monroe, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Monroe,"Monroe, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Montgomery,"Montgomery, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Montgomery,"Montgomery, GA"
Aetna Health Inc. (a GA corp.),GA,Montgomery,"Montgomery, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Montgomery,"Montgomery, GA"
Aetna Health Inc. (a GA corp.),GA,Morgan,"Morgan, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Morgan,"Morgan, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Morgan,"Morgan, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Morgan,"Morgan, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Murray,"Murray, GA"
Alliant Health Plans,GA,Murray,"Murray, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Murray,"Murray, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Muscogee,"Muscogee, GA"
Ambetter of Peach State Inc.,GA,Muscogee,"Muscogee, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Muscogee,"Muscogee, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Muscogee,"Muscogee, GA"
Aetna Health Inc. (a GA corp.),GA,Muscogee,"Muscogee, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Newton,"Newton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Newton,"Newton, GA"
Aetna Health Inc. (a GA corp.),GA,Newton,"Newton, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Newton,"Newton, GA"
Kaiser Foundation Health Plan of Georgia,GA,Newton,"Newton, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Oconee,"Oconee, GA"
Ambetter of Peach State Inc.,GA,Oconee,"Oconee, GA"
Aetna Health Inc. (a GA corp.),GA,Oconee,"Oconee, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Oconee,"Oconee, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Oconee,"Oconee, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Oglethorpe,"Oglethorpe, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Oglethorpe,"Oglethorpe, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Oglethorpe,"Oglethorpe, GA"
Aetna Health Inc. (a GA corp.),GA,Oglethorpe,"Oglethorpe, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Paulding,"Paulding, GA"
Kaiser Foundation Health Plan of Georgia,GA,Paulding,"Paulding, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Paulding,"Paulding, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Peach,"Peach, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Peach,"Peach, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Peach,"Peach, GA"
Aetna Health Inc. (a GA corp.),GA,Peach,"Peach, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Pickens,"Pickens, GA"
Kaiser Foundation Health Plan of Georgia,GA,Pickens,"Pickens, GA"
Alliant Health Plans,GA,Pickens,"Pickens, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Pickens,"Pickens, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Pickens,"Pickens, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Pierce,"Pierce, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Pierce,"Pierce, GA"
Kaiser Foundation Health Plan of Georgia,GA,Pike,"Pike, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Pike,"Pike, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Pike,"Pike, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Polk,"Polk, GA"
Alliant Health Plans,GA,Polk,"Polk, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Polk,"Polk, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Polk,"Polk, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Pulaski,"Pulaski, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Pulaski,"Pulaski, GA"
Aetna Health Inc. (a GA corp.),GA,Pulaski,"Pulaski, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Putnam,"Putnam, GA"
Aetna Health Inc. (a GA corp.),GA,Putnam,"Putnam, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Putnam,"Putnam, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Quitman,"Quitman, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Quitman,"Quitman, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Rabun,"Rabun, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Rabun,"Rabun, GA"
Alliant Health Plans,GA,Rabun,"Rabun, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Randolph,"Randolph, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Randolph,"Randolph, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Richmond,"Richmond, GA"
Aetna Health Inc. (a GA corp.),GA,Richmond,"Richmond, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Richmond,"Richmond, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Richmond,"Richmond, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Rockdale,"Rockdale, GA"
Kaiser Foundation Health Plan of Georgia,GA,Rockdale,"Rockdale, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Rockdale,"Rockdale, GA"
Aetna Health Inc. (a GA corp.),GA,Rockdale,"Rockdale, GA"
Cigna Health and Life Insurance Company,GA,Rockdale,"Rockdale, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Rockdale,"Rockdale, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Schley,"Schley, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Schley,"Schley, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Screven,"Screven, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Screven,"Screven, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Screven,"Screven, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Seminole,"Seminole, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Seminole,"Seminole, GA"
Ambetter of Peach State Inc.,GA,Spalding,"Spalding, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Spalding,"Spalding, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Spalding,"Spalding, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Spalding,"Spalding, GA"
Kaiser Foundation Health Plan of Georgia,GA,Spalding,"Spalding, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Stephens,"Stephens, GA"
Alliant Health Plans,GA,Stephens,"Stephens, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Stephens,"Stephens, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Stewart,"Stewart, GA"
Aetna Health Inc. (a GA corp.),GA,Stewart,"Stewart, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Stewart,"Stewart, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Stewart,"Stewart, GA"
Aetna Health Inc. (a GA corp.),GA,Sumter,"Sumter, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Sumter,"Sumter, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Sumter,"Sumter, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Talbot,"Talbot, GA"
Ambetter of Peach State Inc.,GA,Talbot,"Talbot, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Talbot,"Talbot, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Talbot,"Talbot, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Taliaferro,"Taliaferro, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Taliaferro,"Taliaferro, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Taliaferro,"Taliaferro, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Tattnall,"Tattnall, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Tattnall,"Tattnall, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Tattnall,"Tattnall, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Taylor,"Taylor, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Taylor,"Taylor, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Telfair,"Telfair, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Telfair,"Telfair, GA"
Aetna Health Inc. (a GA corp.),GA,Terrell,"Terrell, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Terrell,"Terrell, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Terrell,"Terrell, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Thomas,"Thomas, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Thomas,"Thomas, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Tift,"Tift, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Tift,"Tift, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Toombs,"Toombs, GA"
Aetna Health Inc. (a GA corp.),GA,Toombs,"Toombs, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Toombs,"Toombs, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Toombs,"Toombs, GA"
Alliant Health Plans,GA,Towns,"Towns, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Towns,"Towns, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Towns,"Towns, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Treutlen,"Treutlen, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Treutlen,"Treutlen, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Treutlen,"Treutlen, GA"
Aetna Health Inc. (a GA corp.),GA,Treutlen,"Treutlen, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Troup,"Troup, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Troup,"Troup, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Troup,"Troup, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Turner,"Turner, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Turner,"Turner, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Twiggs,"Twiggs, GA"
Cigna Health and Life Insurance Company,GA,Twiggs,"Twiggs, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Twiggs,"Twiggs, GA"
Aetna Health Inc. (a GA corp.),GA,Twiggs,"Twiggs, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Twiggs,"Twiggs, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Union,"Union, GA"
Alliant Health Plans,GA,Union,"Union, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Union,"Union, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Union,"Union, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Upson,"Upson, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Upson,"Upson, GA"
Alliant Health Plans,GA,Walker,"Walker, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Walker,"Walker, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Walker,"Walker, GA"
Kaiser Foundation Health Plan of Georgia,GA,Walton,"Walton, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Walton,"Walton, GA"
Ambetter of Peach State Inc.,GA,Walton,"Walton, GA"
Cigna Health and Life Insurance Company,GA,Walton,"Walton, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Walton,"Walton, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Walton,"Walton, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Ware,"Ware, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Ware,"Ware, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Warren,"Warren, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Warren,"Warren, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Warren,"Warren, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Washington,"Washington, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Washington,"Washington, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Washington,"Washington, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Wayne,"Wayne, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Wayne,"Wayne, GA"
Aetna Health Inc. (a GA corp.),GA,Wayne,"Wayne, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wayne,"Wayne, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Webster,"Webster, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Webster,"Webster, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Webster,"Webster, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Wheeler,"Wheeler, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wheeler,"Wheeler, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Wheeler,"Wheeler, GA"
Alliant Health Plans,GA,White,"White, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,White,"White, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,White,"White, GA"
"UnitedHealthcare of Georgia, Inc.",GA,White,"White, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Whitfield,"Whitfield, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Whitfield,"Whitfield, GA"
Alliant Health Plans,GA,Whitfield,"Whitfield, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Wilcox,"Wilcox, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Wilcox,"Wilcox, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Wilkes,"Wilkes, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wilkes,"Wilkes, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Wilkes,"Wilkes, GA"
"Humana Employers Health Plan of Georgia, Inc.",GA,Wilkinson,"Wilkinson, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Wilkinson,"Wilkinson, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Wilkinson,"Wilkinson, GA"
"Blue Cross Blue Shield Healthcare Plan of Georgia, Inc.",GA,Worth,"Worth, GA"
"UnitedHealthcare of Georgia, Inc.",GA,Worth,"Worth, GA"
Aetna Health Inc. (a GA corp.),GA,Worth,"Worth, GA"
"Kaiser Foundation Health Plan, Inc.",HI,Hawaii,"Hawaii, HI"
Hawaii Medical Service Association,HI,Hawaii,"Hawaii, HI"
"Kaiser Foundation Health Plan, Inc.",HI,Honolulu,"Honolulu, HI"
Hawaii Medical Service Association,HI,Honolulu,"Honolulu, HI"
"Kaiser Foundation Health Plan, Inc.",HI,Kauai,"Kauai, HI"
Hawaii Medical Service Association,HI,Kauai,"Kauai, HI"
Hawaii Medical Service Association,HI,Maui,"Maui, HI"
"Kaiser Foundation Health Plan, Inc.",HI,Maui,"Maui, HI"
Aetna Health Inc. (a IA corp.),IA,Adair,"Adair, IA"
Medica Insurance Company,IA,Adair,"Adair, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Adair,"Adair, IA"
Aetna Health Inc. (a IA corp.),IA,Adams,"Adams, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Adams,"Adams, IA"
Medica Insurance Company,IA,Adams,"Adams, IA"
Medica Insurance Company,IA,Allamakee,"Allamakee, IA"
"Gundersen Health Plan, Inc.",IA,Allamakee,"Allamakee, IA"
Aetna Health Inc. (a IA corp.),IA,Allamakee,"Allamakee, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Appanoose,"Appanoose, IA"
Medica Insurance Company,IA,Appanoose,"Appanoose, IA"
Aetna Health Inc. (a IA corp.),IA,Appanoose,"Appanoose, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Audubon,"Audubon, IA"
Medica Insurance Company,IA,Audubon,"Audubon, IA"
Aetna Health Inc. (a IA corp.),IA,Audubon,"Audubon, IA"
Aetna Health Inc. (a IA corp.),IA,Benton,"Benton, IA"
Medica Insurance Company,IA,Benton,"Benton, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Benton,"Benton, IA"
Aetna Health Inc. (a IA corp.),IA,Black Hawk,"Black Hawk, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Black Hawk,"Black Hawk, IA"
Medica Insurance Company,IA,Black Hawk,"Black Hawk, IA"
Medica Insurance Company,IA,Boone,"Boone, IA"
Aetna Health Inc. (a IA corp.),IA,Boone,"Boone, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Boone,"Boone, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Bremer,"Bremer, IA"
Aetna Health Inc. (a IA corp.),IA,Bremer,"Bremer, IA"
Medica Insurance Company,IA,Bremer,"Bremer, IA"
Medica Insurance Company,IA,Buchanan,"Buchanan, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Buchanan,"Buchanan, IA"
Aetna Health Inc. (a IA corp.),IA,Buchanan,"Buchanan, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Buena Vista,"Buena Vista, IA"
Medica Insurance Company,IA,Buena Vista,"Buena Vista, IA"
Aetna Health Inc. (a IA corp.),IA,Buena Vista,"Buena Vista, IA"
Aetna Health Inc. (a IA corp.),IA,Butler,"Butler, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Butler,"Butler, IA"
Medica Insurance Company,IA,Butler,"Butler, IA"
Medica Insurance Company,IA,Calhoun,"Calhoun, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Calhoun,"Calhoun, IA"
Aetna Health Inc. (a IA corp.),IA,Calhoun,"Calhoun, IA"
Aetna Health Inc. (a IA corp.),IA,Carroll,"Carroll, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Carroll,"Carroll, IA"
Medica Insurance Company,IA,Carroll,"Carroll, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Cass,"Cass, IA"
Medica Insurance Company,IA,Cass,"Cass, IA"
Aetna Health Inc. (a IA corp.),IA,Cass,"Cass, IA"
Medica Insurance Company,IA,Cedar,"Cedar, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Cedar,"Cedar, IA"
Aetna Health Inc. (a IA corp.),IA,Cedar,"Cedar, IA"
Medica Insurance Company,IA,Cerro Gordo,"Cerro Gordo, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Cerro Gordo,"Cerro Gordo, IA"
Aetna Health Inc. (a IA corp.),IA,Cerro Gordo,"Cerro Gordo, IA"
Medica Insurance Company,IA,Cherokee,"Cherokee, IA"
Aetna Health Inc. (a IA corp.),IA,Cherokee,"Cherokee, IA"
Aetna Health Inc. (a IA corp.),IA,Chickasaw,"Chickasaw, IA"
Medica Insurance Company,IA,Chickasaw,"Chickasaw, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Chickasaw,"Chickasaw, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Clarke,"Clarke, IA"
Medica Insurance Company,IA,Clarke,"Clarke, IA"
Aetna Health Inc. (a IA corp.),IA,Clarke,"Clarke, IA"
Medica Insurance Company,IA,Clay,"Clay, IA"
Aetna Health Inc. (a IA corp.),IA,Clay,"Clay, IA"
"Gundersen Health Plan, Inc.",IA,Clayton,"Clayton, IA"
Medica Insurance Company,IA,Clayton,"Clayton, IA"
Aetna Health Inc. (a IA corp.),IA,Clayton,"Clayton, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Clayton,"Clayton, IA"
Medica Insurance Company,IA,Clinton,"Clinton, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Clinton,"Clinton, IA"
Aetna Health Inc. (a IA corp.),IA,Clinton,"Clinton, IA"
Medica Insurance Company,IA,Crawford,"Crawford, IA"
Aetna Health Inc. (a IA corp.),IA,Crawford,"Crawford, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Crawford,"Crawford, IA"
Medica Insurance Company,IA,Dallas,"Dallas, IA"
Aetna Health Inc. (a IA corp.),IA,Dallas,"Dallas, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Dallas,"Dallas, IA"
Aetna Health Inc. (a IA corp.),IA,Davis,"Davis, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Davis,"Davis, IA"
Medica Insurance Company,IA,Davis,"Davis, IA"
Aetna Health Inc. (a IA corp.),IA,Decatur,"Decatur, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Decatur,"Decatur, IA"
Medica Insurance Company,IA,Decatur,"Decatur, IA"
Medica Insurance Company,IA,Delaware,"Delaware, IA"
Aetna Health Inc. (a IA corp.),IA,Delaware,"Delaware, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Delaware,"Delaware, IA"
Aetna Health Inc. (a IA corp.),IA,Des Moines,"Des Moines, IA"
Medica Insurance Company,IA,Des Moines,"Des Moines, IA"
Aetna Health Inc. (a IA corp.),IA,Dickinson,"Dickinson, IA"
Medica Insurance Company,IA,Dickinson,"Dickinson, IA"
Medica Insurance Company,IA,Dubuque,"Dubuque, IA"
Aetna Health Inc. (a IA corp.),IA,Dubuque,"Dubuque, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Dubuque,"Dubuque, IA"
Medica Insurance Company,IA,Emmet,"Emmet, IA"
Aetna Health Inc. (a IA corp.),IA,Emmet,"Emmet, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Fayette,"Fayette, IA"
"Gundersen Health Plan, Inc.",IA,Fayette,"Fayette, IA"
Aetna Health Inc. (a IA corp.),IA,Fayette,"Fayette, IA"
Medica Insurance Company,IA,Fayette,"Fayette, IA"
Aetna Health Inc. (a IA corp.),IA,Floyd,"Floyd, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Floyd,"Floyd, IA"
Medica Insurance Company,IA,Floyd,"Floyd, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Franklin,"Franklin, IA"
Aetna Health Inc. (a IA corp.),IA,Franklin,"Franklin, IA"
Medica Insurance Company,IA,Franklin,"Franklin, IA"
Aetna Health Inc. (a IA corp.),IA,Fremont,"Fremont, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Fremont,"Fremont, IA"
Medica Insurance Company,IA,Fremont,"Fremont, IA"
Aetna Health Inc. (a IA corp.),IA,Greene,"Greene, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Greene,"Greene, IA"
Medica Insurance Company,IA,Greene,"Greene, IA"
Aetna Health Inc. (a IA corp.),IA,Grundy,"Grundy, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Grundy,"Grundy, IA"
Medica Insurance Company,IA,Grundy,"Grundy, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Guthrie,"Guthrie, IA"
Medica Insurance Company,IA,Guthrie,"Guthrie, IA"
Aetna Health Inc. (a IA corp.),IA,Guthrie,"Guthrie, IA"
Aetna Health Inc. (a IA corp.),IA,Hamilton,"Hamilton, IA"
Medica Insurance Company,IA,Hamilton,"Hamilton, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Hamilton,"Hamilton, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Hancock,"Hancock, IA"
Medica Insurance Company,IA,Hancock,"Hancock, IA"
Aetna Health Inc. (a IA corp.),IA,Hancock,"Hancock, IA"
Aetna Health Inc. (a IA corp.),IA,Hardin,"Hardin, IA"
Medica Insurance Company,IA,Hardin,"Hardin, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Hardin,"Hardin, IA"
Medica Insurance Company,IA,Harrison,"Harrison, IA"
Aetna Health Inc. (a IA corp.),IA,Harrison,"Harrison, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Harrison,"Harrison, IA"
Aetna Health Inc. (a IA corp.),IA,Henry,"Henry, IA"
Medica Insurance Company,IA,Henry,"Henry, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Howard,"Howard, IA"
Aetna Health Inc. (a IA corp.),IA,Howard,"Howard, IA"
"Gundersen Health Plan, Inc.",IA,Howard,"Howard, IA"
Medica Insurance Company,IA,Howard,"Howard, IA"
Aetna Health Inc. (a IA corp.),IA,Humboldt,"Humboldt, IA"
Medica Insurance Company,IA,Humboldt,"Humboldt, IA"
Aetna Health Inc. (a IA corp.),IA,Ida,"Ida, IA"
Medica Insurance Company,IA,Ida,"Ida, IA"
Medica Insurance Company,IA,Iowa,"Iowa, IA"
Aetna Health Inc. (a IA corp.),IA,Iowa,"Iowa, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Iowa,"Iowa, IA"
Aetna Health Inc. (a IA corp.),IA,Jackson,"Jackson, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Jackson,"Jackson, IA"
Medica Insurance Company,IA,Jackson,"Jackson, IA"
Medica Insurance Company,IA,Jasper,"Jasper, IA"
"UnitedHealthcare of the Midlands, Inc.",IA,Jasper,"Jasper, IA"
